resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,step,,,QA,,,,,,,,
,,,,,step,,,,Level 2,,,,,,,
Fire Collars   ,Sewer AG   ,Cold Water Checklist    ,Hot Water  ,Water Meter Validation    ,folder-with-checklists,,,,,Overall Floor Plan,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,All Gender WC,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Coffee Cart,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,,,folder-with-checklists,,,,,Preparation Kitchen,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Refresh,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,,,folder-with-checklists,,,,,Exec Kitchen,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Boardroom,,,,,,
,,,,,step,,,,Level 6,,,,,,,
Fire Collars   ,Sewer AG   ,Cold Water Checklist    ,Water Meter Validation    ,,folder-with-checklists,,,,,Overall Floor Plan,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,All Gender WC,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Cleaners Room,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,East Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,West Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Refreshment,,,,,,
,,,,,step,,,,Level 7,,,,,,,
Fire Collars   ,Sewer AG   ,Cold Water Checklist    ,Water Meter Validation    ,,folder-with-checklists,,,,,Overall Floor Plan,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,All Gender WC,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Cleaners Room,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,East Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,West Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Refreshment,,,,,,
,,,,,step,,,,Level 8,,,,,,,
