Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,Hill Crescent ,,,,
,Rows,,,,,,,
,,EXTERIOR - SITE WORKS,dynamic,Hill Crescent ,EXTERIOR,SITE WORKS,,
,,EXTERIOR - BUILDING,dynamic,Hill Crescent ,EXTERIOR,BUILDING,,
,,INTERIOR - CORRIDOR/RISER,dynamic,Hill Crescent ,INTERIOR,CORRIDOR/RISER,,
,,INTERIOR - APARTMENTS BLOCK A - BLOCK A,dynamic,Hill Crescent ,INTERIOR,APARTMENTS BLOCK A,BLOCK A,
,,INTERIOR - SERVICES ROOM,dynamic,Hill Crescent ,INTERIOR,SERVICES ROOM,,
,,INTERIOR - DISTRIBUTION,dynamic,Hill Crescent ,INTERIOR,DISTRIBUTION,,
,,INTERIOR - APARTMENTS BLOCK B - BLOCK B,dynamic,Hill Crescent ,INTERIOR,APARTMENTS BLOCK B,BLOCK B,
,,INTERIOR - SERVICES ROOM,dynamic,Hill Crescent ,INTERIOR,SERVICES ROOM,,
,,INTERIOR - DISTRIBUTION,dynamic,Hill Crescent ,INTERIOR,DISTRIBUTION,,
,,INTERIOR - BONDING,dynamic,Hill Crescent ,INTERIOR,BONDING,,
,Columns,,,,,,,
,,SITE WORKS - UNDERGROUND SERVICES BLOCK A,,SITE WORKS - UNDERGROUND SERVICES BLOCK A,,,,
,,SITE WORKS - UNDERGROUND SERVICES BLOCK B,,SITE WORKS - UNDERGROUND SERVICES BLOCK B,,,,
,,BUILDING - EXTERIOR LIGHTING/POWER BLOCK A,,BUILDING - EXTERIOR LIGHTING/POWER BLOCK A,,,,
,,COMMUNAL AND RISER AREAS,,COMMUNAL AND RISER AREAS,,,,
,,APARTMENT 1ST FIX,,APARTMENT 1ST FIX,,,,
,,APARTMENT 2ND FIX,,APARTMENT 2ND FIX,,,,
,,/APARTMENT 2ND FIX,,/APARTMENT 2ND FIX,,,,
,,SWITCHBOARD AND COMMS ROOM,,SWITCHBOARD AND COMMS ROOM,,,,
,,DISTRIBUTION BOARD INC DB-LL,,DISTRIBUTION BOARD INC DB-LL,,,,
,,COMMISSIONING - DISTRIBUTION BOARD INC DB-LL,,COMMISSIONING - DISTRIBUTION BOARD INC DB-LL,,,,
,,COMMUNAL ROOM 1ST FIX,,COMMUNAL ROOM 1ST FIX,,,,
,,COMMUNAL ROOM 2ND FIX,,COMMUNAL ROOM 2ND FIX,,,,
,,MSB ROOM,,MSB ROOM,,,,
,,FIRE ALARM PANEL ROOM,,FIRE ALARM PANEL ROOM,,,,
,,DISTRIBUTION BOARD - MAIN SWITCHBOARD,,DISTRIBUTION BOARD - MAIN SWITCHBOARD,,,,
,,COMMISSIONING - DISTRIBUTION - MAIN SWITCHBOARD,,COMMISSIONING - DISTRIBUTION - MAIN SWITCHBOARD,,,,
,,BUILDING STRUCTURAL BONDING,,BUILDING STRUCTURAL BONDING,,,,
,,,,,,,,
EXTERIOR - SITE WORKS,,,,,,,,
,Scope,,,Hill Crescent ,EXTERIOR,SITE WORKS,,
,Rows,,,,,,,
,,SITE WORKS - UNDERGROUND SERVICES,dynamic,Hill Crescent ,EXTERIOR,SITE WORKS,UNDERGROUND SERVICES,
,Columns,,,,,,,
,,CORRECT QUANTITIES OF PIT INSTALLED,,CORRECT QUANTITIES OF PIT INSTALLED AS PER UPDATED ELECTRICAL DRAWINGS,,,,
,,CORRECT QUANTITIES OF DUCTING INSTALLED,,CORRECT QUANTITIES OF DUCTING INSTALLED AS PER UPDATED ELECTRICAL DRAWINGS,,,,
,,DUCTING INSTALLED BETWEEN MAIN EARTHING PEGS,,DUCTING INSTALLED BETWEEN MAIN EARTHING PEGS,,,,
,,DUCTING INSTALLED TO BOLLARD LIGHTS,,DUCTING INSTALLED TO BOLLARD LIGHTS.,,,,
,,COMMS DUCT INSTALLED TO LIGHT POLE FOR CCTV IN CARPARK GRID BF,,COMMS DUCT INSTALLED TO LIGHT POLE FOR CCTV IN CARPARK GRID BF,,,,
,,COMMS DUCT INSTALLED TO LIGHT POLE FOR CCTV IN CARPARK GRID AA,,COMMS DUCT INSTALLED TO LIGHT POLE FOR CCTV IN CARPARK GRID AA,,,,
,,MAG SLAB & DANGER TAPE INSTALLED,,MAG SLAB AND DANGER TAPE INSTALLED ABOVE POWER DUCTING AND MEETS SPECIFICATION,,,,
,,COMMS DUCTING INSTALLED INCL. DANGER TAPE,,COMMS DUCTING INSTALLED INCLUDING DANGER TAPE,,,,
,,DRAW TAPE INSTALLED,,DRAW TAPE INSTALLED AS REQUIRED,,,,
,,SUFFICIENT FINES/SAP 7 LAID OVER DUCTING,,SUFFICIENT FINES/SAP 7 IS LAID OVER DUCTING AND MEETS SPECIFICATION,,,,
,,UNDERGROUND PITS INSTALLED/LEVELLED/DUCTING SEALED,,"UNDERGROUND PITS INSTALLED, LEVELLED AND DUCTING IS SEALED",,,,
,,CORRECT QUANTITIES OF PIT INSTALLED,,CORRECT QUANTITIES OF PIT INSTALLED AS PER UPDATED ELECTRICAL,,,,
,,COMMS DUCT INSTALLED TO LIGHT POLE FOR CCTV IN CARPARK GRID BA,,COMMS DUCT INSTALLED TO LIGHT POLE FOR CCTV IN CARPARK GRID BA,,,,
,,COMMS DUCT INSTALLED TO LIGHT POLE FOR CCTV IN CARPARK GRID BG,,COMMS DUCT INSTALLED TO LIGHT POLE FOR CCTV IN CARPARK GRID BG,,,,
,,,,,,,,
EXTERIOR - BUILDING,,,,,,,,
,Scope,,,Hill Crescent ,EXTERIOR,BUILDING,,
,Rows,,,,,,,
,,BUILDING - LIGHTING,dynamic,Hill Crescent ,EXTERIOR,BUILDING,LIGHTING,
,Columns,,,,,,,
,,DAYLIGHT SENSOR CABLED TO GRID LINE AG,,DAYLIGHT SENSOR CABLED TO GRID LINE AG SUITABLE LOCATION AN BACK TO SB-A1,,,,
,,EXTERNAL BOLLARD CARPARK LIGHTS CABELLED,,EXTERNAL BOLLARD CARPARK LIGHTS ARE CABLLED VIA DUCTING VTO SUITABLE LOCATION,,,,
,,CARPARK LIGHTING CIRCUITS CABLED BACK TO SB-A1,,CARPARK LIGHTING CIRCUITS CABLED BACK TO SB-A1,,,,
,,CARPARK SENSORS CABLED BACK TO SB-A1,,CARPARK SENSORS ARE CABLED BACK TO SB-A1,,,,
,,CARPARK S1 LIGHTS CABLED BACK TO SB-A1,,CARPARK S1 LIGHTS CABLED BACK TO SB-A1.,,,,
,,LIGHT FITTINGS CLEANED & SEALED AGAINST WATER INGRESS,,LIGHT FITTINGS CLEANED AND SEALED AGAINST WATER INGRESS,,,,
,,BOLLARD LIGHTS FRONT OF SITE TO CABELLED BACK TO SB-A1,,BOLLARD LIGHTS FRONT OF SITE TO CABELLED BACK TO SB-A1,,,,
,,CONCRETE PAD INSTALLED BY BUILDERS & PLUMBED,,CONCRETE PAD INSTALLED BY BUILDERS AND PLUMBED,,,,
,,BOLLARD LIGHT INSTALLED/PLUMBED,,"BOLLARD LIGHT INSTALLED, PLUMBED AND COMPLETED",,,,
,,CAGE HOLE DUG TO MANUFACTURES SPEC.,,CAGE HOLE DUG TO MANUFACTURES SPECIFICATION,,,,
,,SOLAR POLE LIGHTS CAGES INSTALLED TO CORRECT HEIGHT,,SOLAR POLE LIGHTS CAGES INSTALLED TO CORRECT HEIGHT,,,,
,,CAGE SITS PLUM & READY FOR CONCRETE,,CAGE SITS PLUM AND READY FOR CONCRETE.,,,,
,,POLE LIGHT INSTALLED/LEVELLED,,"POLE LIGHT INSTALLED, LEVELLED AND COMPLETED",,,,
,,GENERATOR SUPPLY CABLE TERMINATED TO CHANGE OVER SWITCH,,GENERATOR SUPPLY CABLE TERMINATED TO CHANGE OVER SWITCH,,,,
,,APPROVED GENERATOR SOCKET INSTALLED,,APPROVED GENERATOR SOCKET INSTALLED AND LABELLED ON EXTERNAL WALL,,,,
,,GENERATOR SOCKET TESTED,,GENERATOR SOCKET IS TESTED AND CONFIRMED IS WORKING CORRECTLY AS PER DESIGN,,,,
,,,,,,,,
INTERIOR - CORRIDOR/RISER,,,,,,,,
,Scope,,,Hill Crescent ,INTERIOR,CORRIDOR/RISER,,
,Rows,,,,,,,
,,CORRIDOR/RISER,dynamic,Hill Crescent ,INTERIOR,CORRIDOR/RISER,,
,Columns,,,,,,,
,,WOOD EYE ANCHORS INSTALLED,,WOOD EYE ANCHORS INSTALLED AND CORRECTLY FIXED ONTO TIMBER/CONCRETE WALLS,,,,
,,SUFFICIENT CATENARY WIRE SUPPORTS INSTALLED,,SUFFICIENT CATENARY WIRE SUPPORTS INSTALLED AT APPROX 1.2M INTERVALS,,,,
,,CATENARY WIRES INSTALLED AT HIGH LEVEL,,CATENARY WIRES INSTALLED AT HIGH LEVEL AND MEETS CLEARENCE FROM OTHER SERVICES,,,,
,,TURNBUCKLES TIGHTENED & CATENARY WIRE SECURED,,TURNBUCKLES IS TIGHTENED AND CATENARY WIRE IS WELL SECURED,,,,
,,CABLE TRAY INSTALLED AS PER SERVICE LAYOUT IN RISER,,CABLE TRAY INSTALLED AS PER SERVICE LAYOUT IN RISER,,,,
,,CABLE TRAY BONDED & MEETS SPEC,,CABLE TRAY IS BONDED AND MEETS SPECIFICATION,,,,
,,SUB-CIRCUIT CABLES INSTALLED,,SUB-CIRCUIT CABLES INSTALLED AS PER UPDATED ELECTRICAL DRAWING,,,,
,,SUB-CIRCUIT CABLE DRESSED ON CATENARY WIRES & HILTI CLIPS,,SUB-CIRCUIT CABLE NEATLY DRESSED ON CATENARY WIRES AND HILTI CLIPS,,,,
,,SUB-MAINS CABLE INSTALLED ON TRAY & HILTI CLIPS,,SUB-MAINS CABLE INSTALLED NEATLY ON TRAY AND HILTI CLIPS INTO APARTMENTS,,,,
,,COMMS CABLE RAN TO CAM LOCATIONS & BACK TO COMMS CABINET,,COMMS CABLE RAN TO CAMERA LOCATIONS AND BACK TO COMMS CABINET,,,,
,,CAMERAS INSTALLED/LABELLED,,"CAMERAS INSTALLED, LABELLED AND WORKING CORRECTLY",,,,
,,MATV/FIBRE/COMMS/SECURITY CABLES VELCO TIED,,MATV/FIBRE/ COMMS/SECURITY CABLES VELCO TIED NEATLY ON CABLE TRAY AND CATENARY WIRES,,,,
,,MATV/FIBRE/COMMS/SECURITY CABLE PROTECTED,,MATV/FIBRE/COMMS/SECURITY CABLE PROTECTED GOING INTO APARTMENT UNITS,,,,
,,MATV/FIBRE/COMMS/SECURITY CABLE MAINTAINS CLEARANCE,,MATV/FIBRE/COMMS/SECURITY CABLE MAINTAINS CLEARANCE AS PER SPECIFICATION,,,,
,,CONDUIT INSTALLED NEATLY,,CONDUIT INSTALLED NEATLY WHERE REQUIRED,,,,
,,COMMUNAL & STAIRCASE SENSORS CABLED BACK TO DB-LL,,COMMUNAL AND STAIRCASE SENSORS CABLED BACK TO DB-LL,,,,
,,LIGHTING CIRCUITS CABLED BACK TO DB-LL FOR EACH FLOOR/STAIRCASE,,LIGHTING CIRCUITS CABLED BACK TO DB-LL FOR EACH FLOOR AND STAIRCASE,,,,
,,POWER CIRCUITS CABLED BACK TO DB-LL FOR EACH FLOOR,,POWER CIRCUITS CABLED BACK TO DB-LL FOR EACH FLOOR,,,,
,,LIGHTS & SENSORS INSTALLED AS PER RCP,,LIGHTS AND SENSORS INSTALLED AS PER RCP,,,,
,,EMERGENCY LIGHTS INSTALLED & LABELLED,,EMERGENCY LIGHTS INSTALLED AND LABELLED,,,,
,,POWER OUTLETS INSTALLED & LABELLED,,POWER OUTLETS INSTALLED AND LABELLED,,,,
,,LIGHTS & SENSORS INSTALLED,,LIGHTS AND SENSORS INSTALLED.,,,,
,,LIGHTS INSTALLED,,LIGHTS INSTALLED AND COMPLETED,,,,
,,SENSORS INSTALLED,,SENSORS INSTALLED AND COMPLETED,,,,
,,EMERGENCY LIGHTS INSTALLED,,EMERGENCY LIGHTS INSTALLED AND COMPLETED,,,,
,,POWER POINTS INSTALLED,,POWER POINTS INSTALLED AND COMPLETED,,,,
,,,,,,,,
INTERIOR - APARTMENTS BLOCK A/B,,,,,,,,
,Scope,,,Hill Crescent ,INTERIOR,,,
,Rows,,,,,,,
,,BLOCK A,dynamic,Hill Crescent ,INTERIOR,APARTMENTS BLOCK A,BLOCK A,
,,BLOCK B,dynamic,Hill Crescent ,INTERIOR,APARTMENTS BLOCK B,BLOCK B,
,Columns,,,,,,,
