type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
checklist,ITP-086-CIV-PSDS-Signage Installation,itp,,,,,ITP-086-CIV-PSDS-Signage Installation Rev 0,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-086-CIV-PSDS-Signage (Supply and Install),,,,,,,,,,,,,,
label,ITP Description: PSDS-Signage (Supply and Install),,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 086-CIV,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 2/05/2024,,,,,,,,,,,,,,
label,ITP created by: Jason Lee,,,,,,,,,,,,,,
label,ITP approved for use by: VM,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 860 (Feb 2023),,,,,,,,,,,,,,
label,1.2 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 714 (Feb 2023),,,,,,,,,,,,,,
label,1.3 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 703 (Aug 2021),,,,,,,,,,,,,,
label,1.4 Non Dependent,,,,,,,,,,,,,,
label,Reference: IFC Drawings,,,,,,,,,,,,,,
label,1.5 Non Dependent,,,,,,,,,,,,,,
label,Reference: A 1742.2:2009,,,,,,,,,,,,,,
section,Preliminaries - Materials,,,,,,,,,,,,,,
checkpoint,2.1 Manufacture & Supply of Signages and Posts,,,,,,,,,,,,,,
label,REFERENCE: Section 860,,,,,,,,,,,,,,
label,○ Section 860.06,,,,,,,,,,,,,,
label,○ Section 860.07,,,,,,,,,,,,,,
label,○ Table 860.071,,,,,,,,,,,,,,
label,○ Section 714.03,,,,,,,,,,,,,,
label,○ Section 714.06,,,,,,,,,,,,,,
label,○ IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Signs are to be manufactured in accordance with Section 860 and IFC Drawings,,,,,,,,,,,,,,
label,"○ Warranties for the Signboard and Components, Sign Face Material, Giving of the Warranty and warranty Claims to be in accordance with Specification 860.07 and Table 860.071. ",,,,,,,,,,,,,,
label,○ Packaging and Storage of Sign to be in accordance with Specification 860.06.,,,,,,,,,,,,,,
label,○ Signs and components shall be handled and transported so as to prevent damage. ,,,,,,,,,,,,,,
label,"○ Signs shall be stored vertically in such a manner to prevent damage to the sign face, edges or components, taking into account any recommendations of the sheeting manufacturer.",,,,,,,,,,,,,,
label,○ Post details shall be as shown on the Sign and Post Schedule and in accordance with the VicRoads Traffic Engineering Manual Volume 2. Steel posts shall be either: ,,,,,,,,,,,,,,
label, — Hot dipped galvanised; or ,,,,,,,,,,,,,,
label, — Pre-galvanised prior to forming,,,,,,,,,,,,,,
label,○ Attach: TeamBinder Material Approval Ref No,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Prior to works start,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Conqa HP Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Preliminaries - Documentation,,,,,,,,,,,,,,
checkpoint,3.1 Check for correct documentation,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Ensure that all employees and sub contractors are:,,,,,,,,,,,,,,
label,— Using the correct and complete set of drawings ,,,,,,,,,,,,,,
label,— All drawings are the latest version,,,,,,,,,,,,,,
label,METHOD: Visual inspection,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Pre-construction / Pre-installation Activities,,,,,,,,,,,,,,
checkpoint,3.1 Setting Out - Position of Posts and Signs,,,,,,,,,,,,,,
label,REFERENCE: Section 714.06 IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Set out work in accordance with IFC Drawings.,,,,,,,,,,,,,,
label,○ The required positions of all posts and signs shall be checked and confirmed by the Superintendent before the erection of posts,,,,,,,,,,,,,,
label,METHOD: Verify,,,,,,,,,,,,,,
label,FREQUENCY: Prior to start,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE, Nominated Authority",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Construction / Installation Activities,,,,,,,,,,,,,,
checkpoint,4.1 Foundation,,,,,,,,,,,,,,
label,"REFERENCE: Section 714.06 (c), Section 703",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All posts shall be set in concrete foundations to depths shown in the Sign and post Schedule and have hole diameters as per the below: ,,,,,,,,,,,,,,
label,○ Post sizes 32mm and 50mm nominal bore steel = 225mm diameter ,,,,,,,,,,,,,,
label,○ Post sizes 80mm to 150mm nominal bore steel = 300mm diameter ,,,,,,,,,,,,,,
label,○ Frangible hardwood posts 180mm x 100mm = 300mm diameter,,,,,,,,,,,,,,
label,○ Concrete shall be 20MPa and complying with requirements in Section 703.,,,,,,,,,,,,,,
label,○ Attach: Concrete Delivery Docket,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Per Lot,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,"RESPONSIBILITY: SE/PE, Nominated Authority",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.2 Post Installation in Sockets,,,,,,,,,,,,,,
label,"REFERENCE: Section 714.06 (d), Table 22 of AS 1742.2:2009",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: For Post Size 32mm Socket size to be 50mm Nominal Bore Tube ,,,,,,,,,,,,,,
label,○ For Post Size 50mm Socket size to be 65mm Nominal Bore Tube ,,,,,,,,,,,,,,
label,○ The socket should protrude 50 mm above an earth surface or 25 mm above a paved surface. ,,,,,,,,,,,,,,
label,○ The sign post must penetrate a minimum 450 mm into the socket. ,,,,,,,,,,,,,,
label,○ Depth of the socket should be as per Table 22 of AS 1742.2:2009. ,,,,,,,,,,,,,,
label,○ The sign post should be securely fixed into the socket by an approved vandal-proof method.,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Per Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.3 Backfilling of Post Holes,,,,,,,,,,,,,,
label,REFERENCE: Section 714.06 e,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: 32 and 50 mm Nominal Bore Steel Posts ,,,,,,,,,,,,,,
label,○ Posts holes shall be back-filled with concrete with a nominal strength of 10 MPa. ,,,,,,,,,,,,,,
label,○ 180 mm x 100 mm Frangible Hardwood Timber Posts ,,,,,,,,,,,,,,
label, — frangible Hardwood Posts shall be erected in accordance with the drawings;,,,,,,,,,,,,,,
label, — post-holes for frangible hardwood posts shall be filled with a mixture of gravel and cement (4% by weight),,,,,,,,,,,,,,
label,○ Attach: Delivery Dockets,,,,,,,,,,,,,,
label,METHOD: Verify,,,,,,,,,,,,,,
label,FREQUENCY: Per Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.4 Sign Fitting,,,,,,,,,,,,,,
label,REFERENCE: Section 714.07,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Signs shall be attached to the post or structure using the type and number of fittings as specified in the Sign and Post Schedule, or as follows: ",,,,,,,,,,,,,,
label, — Signs up to 200mm in depth – one fitting per post ,,,,,,,,,,,,,,
label, — Signs 201 to 900mm in depth – two fittings per post ,,,,,,,,,,,,,,
label, — Signs 901 to 1200mm in depth – three fittings per post ,,,,,,,,,,,,,,
label,○ One extra fitting provided per post for each 400mm increment or part thereof above 1200mm.,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Per Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.5 Mounting of Signs,,,,,,,,,,,,,,
label,"REFERENCE: Section 714.07 (d,e,i) IFC Drawings",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Nominal Mounting Height for all signs in 2m from Road level to bottom edge of sign except keep left signs (R2-3) located in median islands, which are mounted 0.5m above ground",,,,,,,,,,,,,,
label,○ Signs shall be positioned in accordance with the following tolerances: ,,,,,,,,,,,,,,
label, (i) +/-40 mm of the height specified in the Sign and Post Schedule measured from the bottom of the sign or sign assembly to the lip of the kerb or edge of shoulder nearest the sign; ,,,,,,,,,,,,,,
label, (ii) +/-100 mm of the pegged sign location or specified location. ,,,,,,,,,,,,,,
label,"○ When a sign is to be mounted on frangible posts on a cut batter having a slope steeper than or equal to 2:1, the mounting height at the shorter post may be reduced providing that: ",,,,,,,,,,,,,,
label, (i) the uphill corner of the sign is a minimum of 800 mm above the ground; ,,,,,,,,,,,,,,
label, (ii) the sign at the longer post is 2200 mm minimum above the ground. ,,,,,,,,,,,,,,
label,○ Sign shall be installed such that the sign face is rotated away from the approaching traffic to avoid direct reflection (approximately 5⁰) ,,,,,,,,,,,,,,
label,"○ After erection of each sign, all stiffening bars are to be removed.",,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Per Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.6 Masking of Signs,,,,,,,,,,,,,,
label,REFERENCE: Section 714.08,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where indicated in the schedule, the Contractor shall mask the nominated sign(s) by placing a porous cloth or similar covering that conceals the sign text under both wet and dry conditions and does not void the sign material warranty. The masking material shall be held in position by wire mesh over the sign. ",,,,,,,,,,,,,,
label,○ Adhesive material shall only be applied to the masking material and not be applied to either the front or rear face of the signboard.,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Per Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Post-construction / Post-installation Activities,,,,,,,,,,,,,,
checkpoint,5.1 As-built Survey,,,,,,,,,,,,,,
label,"REFERENCE: Section 714.05, IFC Drawings",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Survey activities carried out to validate correct construction of signs, components and posts as per IFC Drawings and Section 714.",,,,,,,,,,,,,,
label,○ Attach: Survey Conformance Data/Report,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Per Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.2 Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ensure that any NCRs pertaining to the lot / element / Work area that This ITP Signed-off covers, have been closed.",,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
