Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
30afb21f-ae1e-4d6f-9155-d3509081a934,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,ACC WC B0142,,
a34f719c-fd3b-4755-b874-8e8a2026b4df,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0101,,
1b23e4ac-8bae-437d-8187-e5861d378c4c,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0102,,
179536ec-8d88-4cc1-b35b-79ec57b47390,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0103,,
5d3b1908-2eb3-45c8-a0cc-d228f1b282d6,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0104,,
96b0211b-2a9e-4b0f-a2fa-4f3181f46651,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0105,,
e344b371-88a7-4af3-8f7e-e94e0b197c06,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0106,,
dc3f5934-5b4f-4a93-931d-1f55ae8d5bcd,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0107,,
62fdbc4c-20fc-4b9b-baad-ae756d5be93e,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0108,,
dedcc5c8-3336-42c5-862a-dad1e279cdc3,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0109,,
c3250321-18ee-4691-b0ba-cdc2811f129f,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0110,,
7bacfbf6-b9d5-408c-8b86-ffb15a7249ee,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0111,,
f208e33d-fbff-4f83-8cd5-fac3a23a1c30,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0112,,
b1fd92a2-7eec-46d2-8328-2a29e62d2716,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0113,,
9afcb94b-5b83-4842-b374-2f305b2fb366,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0114,,
ed108fec-da45-4028-aca3-90435df0a644,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0115,,
203ebf5e-df55-4c00-8dfe-98e63cedbe14,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0116,,
eb189f4e-2dde-47b5-80bb-f030d31e98cb,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0117,,
2e370d44-cb1b-4950-a1b2-4b682971774d,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0118,,
c0cafcb5-53e2-43b7-8f8f-d52b38081b3f,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0119,,
ebba3f21-d444-4bc3-b6e7-bafa672936f5,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0120,,
98833166-43bf-4809-a30d-5f38e7b24f39,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0121,,
9a804a6c-9c72-44bf-b8a7-14dd4c56dbaf,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0122,,
8978f91a-21bb-4c8d-9e81-b44276413cef,,not-started,External Façade - Walls and Ceilings,checklist,FALSE,FALSE,Site QA,RAC (Residential Aged Care),Level 1,Bed B0123,,
