type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
checklist,ITP - 09.1 Full ITP AC Footpath,itp,,,,,ITP - 09.1 Full ITP AC Footpath,,,,,,,,
section,SECTION 2 – SIGNATURES – CLOSE-OUT & APPROVAL,,,,,,,,,,,,,,
checkpoint,ITP Close-Out by Downer,,,,,,,,,,,,,,
text,Name: ,,,,,,,,,,,,,,
text,Date: ,,,,,,,,,,,,,,
checkpoint,Downer Approval,,,,,,,,,,,,,,
text,Name: ,,,,,,,,,,,,,,
text,Date: ,,,,,,,,,,,,,,
checkpoint,Customer Approval,,,,,,,,,,,,,,
text,Name: ,,,,,,,,,,,,,,
text,Date: ,,,,,,,,,,,,,,
section,SECTION 3 - Notifications,,,,,,,,,,,,,,
checkpoint,3.1 - Site inspection,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Walk over with maintenance supervisor and foreperson,,,,,,,,,,,,,,
label,Acceptance Criteria - Visual inspection,,,,,,,,,,,,,,
label,Verifying Document - ITP,,,,,,,,,,,,,,
label,Frequency - Once,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - SV FP,,,,,,,,,,,,,,
checkpoint,3.2 - Service location and permits issued,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - All services located and marked. Permits issued,,,,,,,,,,,,,,
label,Acceptance Criteria - Permits issued and received by qualified staff only,,,,,,,,,,,,,,
label,Verifying Document - Relative permits to be kept in work pack,,,,,,,,,,,,,,
label,Frequency - As permits expire,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - FP,,,,,,,,,,,,,,
checkpoint,3.3 - Work pack Checklist,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check the work pack checklist,,,,,,,,,,,,,,
label,Acceptance Criteria - Copy of work pack with all documents,,,,,,,,,,,,,,
label,Verifying Document - As per site meeting,,,,,,,,,,,,,,
label,Frequency - Once,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - FP,,,,,,,,,,,,,,
section,SECTION 4 - Construction,,,,,,,,,,,,,,
checkpoint,4.1 - Environmental controls,,,,,,,,,,,,,,
label,"Inspection Point: Quality Control Activity - Apply environmental controls to site. Witches hats, silt socks, water for concrete saw",,,,,,,,,,,,,,
label,"Acceptance Criteria - Consider drainage, noise, dust, weather.",,,,,,,,,,,,,,
label,Verifying Document - Refer to DN- ZH-FM028.2,,,,,,,,,,,,,,
label,Frequency - Once,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - FP,,,,,,,,,,,,,,
checkpoint,4.2 - Saw Cutting,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Cut the existing footpath to the full depth of asphalt,,,,,,,,,,,,,,
label,Acceptance Criteria - Cut in straight line and regular shape,,,,,,,,,,,,,,
label,Verifying Document - RITS 3.4.9.2,,,,,,,,,,,,,,
label,Frequency - As required,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - FP,,,,,,,,,,,,,,
checkpoint,4.3 - Excavation,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Dig out the existing footpath to the pavement depth.,,,,,,,,,,,,,,
label,Acceptance Criteria - Visual subgrade inspection by site Foreperson,,,,,,,,,,,,,,
label,Verifying Document - Refer RITS 3.4.9.3 & Drawing D3.3.5,,,,,,,,,,,,,,
label,Frequency - Once,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - FP,,,,,,,,,,,,,,
checkpoint,4.4 - Preparing subgrade(If Subgrade fails Visual inspection),,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Subgrade shall be further compacted and replaced with Suitable material.,,,,,,,,,,,,,,
label,Acceptance Criteria - Visual inspection,,,,,,,,,,,,,,
label,Verifying Document - Refer to RITS 3.4.9.4,,,,,,,,,,,,,,
label,Frequency - Once,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - FP SV,,,,,,,,,,,,,,
checkpoint,4.5 - Timber Edging,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pegs spaced every 750 max from centre to centre and edge boards shall be 75 x 25.,,,,,,,,,,,,,,
label,Acceptance Criteria - Visual inspection,,,,,,,,,,,,,,
label,Verifying Document - Refer to RITS D3.6.1,,,,,,,,,,,,,,
label,Frequency - As required,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - FP,,,,,,,,,,,,,,
checkpoint,4.6 - Pavement base course,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Make up existing base preparation where required. It will change on as per suitable vehicle crossing.,,,,,,,,,,,,,,
label,Acceptance Criteria - Clegg hammer value shall not less than 12 after 4 blows,,,,,,,,,,,,,,
label,Verifying Document - Refer to RITS D3.3.5,,,,,,,,,,,,,,
label,Frequency - Throughout the activity Clegg Every 10m,,,,,,,,,,,,,,
label,Inspection/Test Key - H,,,,,,,,,,,,,,
label,Role key - FP SV,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,4.7 - Asphalt surfacing,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Asphalt layer 25mm. 40mm for vehicle crossings.,,,,,,,,,,,,,,
label,Acceptance Criteria - String line from top of both sides of boxing.,,,,,,,,,,,,,,
label,Verifying Document - Refer to RITS D3.3.5 & RITS 3.4.9.8,,,,,,,,,,,,,,
label,Frequency - Every 10m for the duration of the project,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - FP,,,,,,,,,,,,,,
checkpoint,4.8 - Site reinstatement,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Berms reinstated with top soil and grass seeded. Site to be swept,,,,,,,,,,,,,,
label,Acceptance Criteria - Minimum of 100mm of topsoil and a good amount of grass seed applied.,,,,,,,,,,,,,,
