Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Variations / Site Instructions,,,,,
,Scope,,,Variations / SI,
,Rows,,,,
,,January 2022,dynamic,January 2022,Variations / SI
,,February 2022,dynamic,February 2022,Variations / SI
,,March 2022,dynamic,March 2022,Variations / SI
,,April 2022,dynamic,April 2022,Variations / SI
,,May 2022,dynamic,May 2022,Variations / SI
,,June 2022,dynamic,June 2022,Variations / SI
,,July 2022,dynamic,July 2022,Variations / SI
,,August 2022,dynamic,August 2022,Variations / SI
,,September 2022,dynamic,September 2022,Variations / SI
,,October 2022,dynamic,October 2022,Variations / SI
,,November 2022,dynamic,November 2022,Variations / SI
,,December 2022,dynamic,December 2022,Variations / SI
,,January 2023,dynamic,January 2023,Variations / SI
,,February 2023,dynamic,February 2023,Variations / SI
,Columns,,,,
,,Variation / SI Details Entered,,Variation / SI Details Entered,
,,Work type:,Work type:,Variation / SI Details Entered,
,,Attention:,Attention:,Variation / SI Details Entered,
,,Area/Location,Area/Location,Variation / SI Details Entered,
,,Date,Date,Variation / SI Details Entered,
,,Scope of work,Scope of work,Variation / SI Details Entered,
,,Normal Hours,Normal Hours,Variation / SI Details Entered,
,,Overtime Hours,Overtime Hours,Variation / SI Details Entered,
,,Material to complete task,Material to complete task,Variation / SI Details Entered,
,,Reference/SI Number Entered,,Reference/SI Number Entered,
,,Reference/SI Number,Reference/SI Number,Reference/SI Number Entered,
,,Variation / SI Work Completed,,Variation / SI Work Completed,
,,Values added (Office use only),,Values added (Office use only),
,,Labour Value,Labour Value,Values added (Office use only),
,,Material Value,Material Value,Values added (Office use only),
,,Total Variation Value,Total Variation Value,Values added (Office use only),
