type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,46694R303 - ITP - LEVEL 05 - Installation of RIS Anchor Points SA711 thru SA723,itp,,,,,46694R303 - ITP - LEVEL 05 - Installation of RIS Anchor Points SA711 thru SA723,
section,INSPECTION TEST PLAN,,,,,,,
checkpoint,Access point location (s),,,,,,,
label,CHARACTERISTICS - AS5532 7.3 (h) AS1891.4 3.2.2,,,,,,,
label,STAGE/FREQUENCY - Prestart installation work,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,REQUIREMENT/STANDARD/SPECIFICATION - Standard/Specification,,,,,,,
label,ACCEPTANCE CRITERIA - Visual,,,,,,,
label,INSPECTION/TEST PROCEDURE - Measurement,,,,,,,
label,INSTALLER - X,,,,,,,
label,INSTALL SUPERVISOR - S,,,,,,,
label,CLIENT - S,,,,,,,
checkpoint,Position and orientation of anchor point to roof/structure,,,,,,,
label,CHARACTERISTICS - AS5532 6.3.1.3 (v) AS1891.4 - 3.1.2 (g) Single point anchorages suitable for direct connection of personal fall-arrest,,,,,,,
label,STAGE/FREQUENCY - On Installation,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,REQUIREMENT/STANDARD/SPECIFICATION - Standard/Specification,,,,,,,
label,ACCEPTANCE CRITERIA - Visual,,,,,,,
label,INSPECTION/TEST PROCEDURE - Measurement,,,,,,,
label,INSTALLER - X,,,,,,,
label,INSTALL SUPERVISOR - S,,,,,,,
label,CLIENT - S,,,,,,,
checkpoint,Additional Pendulum fixing points to roof/wall/structure to allow safe transition and access,,,,,,,
label,CHARACTERISTICS - AS1891.4 Table 2.1 restraint technique AS4488 5.3 a,,,,,,,
label,STAGE/FREQUENCY - On Installation,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,REQUIREMENT/STANDARD/SPECIFICATION - Standard/Specification,,,,,,,
label,ACCEPTANCE CRITERIA - Visual,,,,,,,
label,INSPECTION/TEST PROCEDURE - Measurement,,,,,,,
label,INSTALLER - X,,,,,,,
label,INSTALL SUPERVISOR - S,,,,,,,
label,CLIENT - S,,,,,,,
checkpoint,Load Testing,,,,,,,
label,CHARACTERISTICS - AS1891.4 - 3.1.2 (g) Single point anchorages suitable for direct connection of personal fall-arrest AS5532 7.3 (f),,,,,,,
label,STAGE/FREQUENCY - On Installation,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,REQUIREMENT/STANDARD/SPECIFICATION - Standard/Specification,,,,,,,
label,ACCEPTANCE CRITERIA - Load Test,,,,,,,
label,INSPECTION/TEST PROCEDURE - Measurement,,,,,,,
label,INSTALLER - X,,,,,,,
label,INSTALL SUPERVISOR - S,,,,,,,
label,CLIENT - S,,,,,,,
checkpoint,Product marking and signage,,,,,,,
label,"CHARACTERISTICS - AS5532 7.2.3 a, b & c",,,,,,,
label,STAGE/FREQUENCY - On Installation,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,REQUIREMENT/STANDARD/SPECIFICATION - Standard/Specification,,,,,,,
label,ACCEPTANCE CRITERIA - Visual,,,,,,,
label,INSPECTION/TEST PROCEDURE - Measurement,,,,,,,
label,INSTALLER - X,,,,,,,
label,INSTALL SUPERVISOR - S,,,,,,,
label,CLIENT - S,,,,,,,
checkpoint,Instructions for general use,,,,,,,
label,"CHARACTERISTICS - AS5532 7.1 a, b, c, d, e, f & g",,,,,,,
label,STAGE/FREQUENCY - On Completion,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,REQUIREMENT/STANDARD/SPECIFICATION - Standard/Specification,,,,,,,
label,ACCEPTANCE CRITERIA - Visual,,,,,,,
label,INSPECTION/TEST PROCEDURE - Completion Handover,,,,,,,
label,INSTALL SUPERVISOR - H,,,,,,,
label,CLIENT - H,,,,,,,
holdpoint,HOLD POINT,,,,,,,
