type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,46694R3 - ITP,itp,,,,,46694R3 - ITP,
section,INSPECTION TEST PLAN AND CHECKLIST,,,,,,,
checkpoint,1 - Tender and Testing conformance,,,,,,,
label,CHARACTERISTICS - Review specifications and performance standard requirements for project,,,,,,,
label,STAGE/FREQUENCY - Pre-contract Signing,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,"REQUIREMENT/STANDARD/SPECIFICATION - Confirm product is tested and designed to required project performance, international or national standards detailed in specifications at time of tender.",,,,,,,
label,ACCEPTANCE CRITERIA - Tested to specification requirements ITP Checklist is relevant to product required,,,,,,,
label,INSTALL SUPERVISOR - H,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,2 - Preliminary activities (requiring Principal’s notification),,,,,,,
label,CHARACTERISTICS - Notification provided of any changes in design or structures that effect products to be used,,,,,,,
label,STAGE/FREQUENCY - Before ordering products and Beginning Installation,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,"REQUIREMENT/STANDARD/SPECIFICATION - Specification, drawings remain unchanged since tender was accepted and contract signed or new plans and specifications are issued and reviewed, changes are accepted by client",,,,,,,
label,ACCEPTANCE CRITERIA - Reviewed and changes do not alter quantities and types of products to be installed,,,,,,,
label,INSPECTION/TEST PROCEDURE - Submit details of changes to client and agree to changes in scope or products to be used,,,,,,,
label,INSTALL SUPERVISOR - H,,,,,,,
label,CLIENT - S,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,3 - Preliminary activities (requiring Contractor’s acceptance),,,,,,,
label,CHARACTERISTICS - Approvals required obtained or safety documentation is supplied and induction requirements outlined,,,,,,,
label,STAGE/FREQUENCY - Before ordering products and Beginning Installation,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,"REQUIREMENT/STANDARD/SPECIFICATION - variations requested if required, SWMS sent for review and inductions organised.",,,,,,,
label,ACCEPTANCE CRITERIA - Change of design or quantities is agreed to and variations issued is SWMS and Induction accepted and conducted,,,,,,,
label,INSPECTION/TEST PROCEDURE - Documents sent and acceptance confirmed with Client,,,,,,,
label,INSTALL SUPERVISOR - H,,,,,,,
label,CLIENT - W,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,4 - Pre installation site investigation/measur e up completed confirmed.,,,,,,,
label,"CHARACTERISTICS - Progress of work and condition of the structure is confirmed, visual inspection where required is completed for compatibility and suitability",,,,,,,
label,STAGE/FREQUENCY - Before installation,,,,,,,
label,RECORDS - Checklist,,,,,,,
label,REQUIREMENT/STANDARD/SPECIFICATION - structures match and conditions on site are suitable for installation to begin,,,,,,,
label,ACCEPTANCE CRITERIA - Structural and physical characteristics match,,,,,,,
label,INSPECTION/TEST PROCEDURE - Job pack issued to Installer with relevant ITP Checklist included,,,,,,,
label,INSTALL SUPERVISOR - H,,,,,,,
label,CLIENT - S,,,,,,,
holdpoint,HOLD POINT,,,,,,,
section,Pre-Start/Installation,,,,,,,
checkpoint,Plans and specifications have been reviewed and are current. Existing ITP checklists are suitable for project. Contract is signed.,,,,,,,
checkpoint,"SWMS and any other documents have been provided, reviewed and accepted by the client",,,,,,,
checkpoint,"Variations outlined and agreed, no changes or additions are required, job pack and ITP are included to project file.",,,,,,,
checkpoint,"Site inspected or reviewed, structural match confirmed with materials ordered, instation surface condition is undamaged and installation ready",,,,,,,
checkpoint,I have carried out all necessary inspections and verify that the above items/activities conform to the contract specification/documents,,,,,,,
textbox,Name:,,,,,,,
date,Date:,,,,,,,
holdpoint,Signature:,,,,,,,
