"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Hawkins - Safety & Environmental Checklist V1",,,,0,"Yes","Hawkins - Safety & Environmental Checklist V1","1781c816-32f9-4a38-a66a-8133d1634302"
"checkpoint-status",,"","checkpoint","Safety & Environmental Inspection Details"
"text","cfebd0ee-c266-5a59-81b4-8fe8342df92a","","text","Inspection by:",,,
"checkpoint-status",,"","checkpoint","Site Control"
"boolean","11641d80-c0eb-5d47-a697-c7d89d1ff550","","bool","Hazard ID up to date",,,
"boolean","1535d30d-a6c4-5019-963f-7034df742d32","","bool","Environmental Plan current – List any issues",,,
"boolean","9fac2ffb-1501-5036-9ef8-bdcae60813fe","","bool","Date of last safety and Environmental toolbox meeting",,,
"checkpoint-status",,"","checkpoint","Safety and Environmental Inductions being completed"
"boolean","10a64020-a519-5989-8e06-5d096c0b4d7e","","bool","Safety and Environment Notice Board current",,,
"checkpoint-status",,"","checkpoint","Traffic Management"
"boolean","9f933553-8aba-5069-9502-e71021ec3e8d","","bool","Temporary Traffic Management Plan (TMP) in place",,,
"boolean","346afa1e-7898-5e3f-8b9b-bb7dfcc2c136","","bool","Temporary Traffic Management Plan (TMP) in place",,,
"boolean","fe956557-4217-5bd0-a703-cc629b60358d","","bool","Traffic management measures set up in accordance with the TMP",,,
"checkpoint-status",,"","checkpoint","TMP supervised by a qualified STMS"
"boolean","363002be-ff39-5f31-bf8c-147d99d6e748","","bool","Traffic controller on site",,,
"checkpoint-status",,"","checkpoint","Sediment and Erosion Control"
"boolean","67230dd1-9ab4-5691-a923-a469d5c22eaf","","bool","Silt control Plan in place",,,
"boolean","58766cb2-c256-57b0-8d6b-c6f268e6d547","","bool","Bare areas being stabilized",,,
"boolean","42b6afc5-5d5b-53ca-8bc6-a23c455ab348","","bool","Sediment control measures (e.g.sediment ponds, silt fences installed and maintained)",,,
"boolean","75cf6435-3d86-5a2e-8214-c4187eb5392b","","bool","Dirty water from dewatering or pumping operations being controlled and treated prior to discharge",,,
"boolean","61d985d8-82cf-5407-b3a2-d34292af25b6","","bool","Spoil being managed and disposed correctly",,,
"boolean","1861687b-35e9-547c-a4be-7ae02582a73e","","bool","Onsite stockpiles being controlled/ Managed",,,
"boolean","f1319d90-c61a-5f4a-a775-c66d6a82e497","","bool","Stabilised construction entrances in place and maintained",,,
"boolean","44ab0e88-01d8-502f-ba35-2f734761383c","","bool","Carriageways clean or being swept on a regular basis",,,
"boolean","4ad9bbca-be39-5624-8f8a-489d6b2189f2","","bool","On site wheel wash facilities installed and used as required",,,
"boolean","558098d2-957b-581e-bb26-e0d6b91b8ae1","","bool","Dust controlled",,,
"boolean","09b4c17e-540b-5ee0-818e-97f43e736064","","bool","Construction noise being monitored",,,
"checkpoint-status",,"","checkpoint","Hygiene"
"boolean","7b7d6c98-97dc-512a-93dc-b748db5ddba0","","bool","Clean offices",,,
"boolean","8213336b-82c0-5e8d-b77a-1f8388564c3f","","bool","Clean smoko sheds",,,
"boolean","b3dff505-06ba-579d-8fb9-dbaa1cb043e6","","bool","Clean toilets",,,
"boolean","5b5a3de0-08a2-5d57-af9b-6eed12a8c3c0","","bool","General Site Tidiness",,,
"boolean","889bed29-78cd-5ac4-bf26-71143b3fe152","","bool","Clear, safe access to work areas",,,
"boolean","33922801-683f-513f-a2db-8f374e82ffe1","","bool","Stairways clear",,,
"boolean","b7f01839-5e63-5381-a315-a08fe836cf5c","","bool","Hoardings/perimeter fence and gates secure",,,
"checkpoint-status",,"","checkpoint","Personal Safety Equipment"
"boolean","baedd305-4fa1-57f5-8dab-a2423bdbcae0","","bool","Signage displayed and legible",,,
"boolean","f0d1c421-23a1-521b-85ae-0ff515fa0161","","bool","Hardhats being worn",,,
"boolean","117585b2-d1f0-50e6-9d63-fc72e4650d42","","bool","Correct footwear being worn",,,
"boolean","80da82f2-e87d-5742-906d-3052ca45f4c8","","bool","PPE being used (glasses/ear muffs/ vests/masks)",,,
