"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"16a2782d-ee4f-4d33-b468-deb50ecda756","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-002 Bulk Earthworks"
"b3917faa-6bd0-4e8e-8db0-17b9de878109","","work-in-progress","INF-HSEQ CC0398-ITP-014 Electrical Conduit Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Pit and Conduit Installation","VIVA-E&I-011-005 - North - CWA111"
"4addc7e2-4207-4746-aff4-44db45cb4f4a","","work-in-progress","INF-HSEQ CC0398-ITP-014 Electrical Conduit Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-011 Electrical Pit and Conduit Installation","VIVA-E&I-011-006 - F5401/5402 to Fan Stack/PPS"
"87f617ab-4cd0-4c47-abbb-b145a22ace1e","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions"
"03a7ff01-2ecd-459e-a7cb-8810afdf6781","","work-in-progress","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-001 - CWT 150mm Pavement"
"d0dfe737-9ea1-4798-9217-8dd2e56e8620","","not-started","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-002 - 175mm Pavement Pour 1"
"d7e2dce5-095b-4d8e-a8f3-b08fa13e540f","","not-started","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-003 - 175mm Pavement Pour 2"
"efec2ca9-fb03-4a8b-8bb7-12e03d2a3edf","","not-started","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-004 - 175mm Pavement Pour 3"
"d8406b74-2f01-48b6-b227-80ef2ad1a013","","not-started","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-005 - 175mm Pavement Pour 4"
"42dc59ee-33e5-4117-9304-15b6fc467e08","","not-started","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-006 - 175mm Pavement Pour 5"
"1e7d63f5-ea43-4cf6-9522-e96ee92ce730","","not-started","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-007 - 175mm Pavement Pour 6"
"b270e0de-d571-4735-9f7f-73c083aacbe6","","not-started","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-008 - 175mm Pavement Pour 7"
"e90b32c7-1086-4f63-868e-b4d98ea7ee13","","not-started","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions Rev 0","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-021 Concrete Pavement Constructions","VIVA-FRP-021-009 - 175mm Pavement Pour 8"
"0833bec1-8f30-4e95-af1c-b828633f9280","","fail","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings"
"ea377b33-ada0-4658-8a22-68c0e2494feb","","fail","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-004 - Cooling Water Tower Pile Cap"
"5e07385d-6bbd-48dd-96e7-ae1a45a3e1f6","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-005 - R5401/C5401 Pile Cap"
"64148f6c-4363-4c28-aaf0-c45ecfd58045","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-006 - C5402/C5404 Pile Caps"
"aa5cdc4a-7c1c-4385-9e0e-8c2a00ba56c4","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-007 - PAU01 Pile Cap - Excluding F1 (B1) & F1A (A1)"
"8f698c71-6a22-48c8-b70b-028a54a8e8df","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-008 - PAU02 Grid line B Pile Cap - Excluding F1(B1)"
"3aa557e9-474f-4117-addb-6b8657449d92","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-009 - PAR01 2A & 2B Pile Cap"
"1310c043-f846-4304-b0b6-5d67318b6f83","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-010 - PAR02 Pile Cap"
"ab729075-081d-4c48-b555-024ca0e58232","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-011 - BP01/02"
"e02fb7da-1ee3-48ed-9d29-73b46a4a5c3f","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-012 - 101-MH-001, 101-MH-002"
"9e6e8724-b8dc-45c0-860a-af066613e858","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-013 - 101-CB-005, 101-CB-006"
"19ee5a98-30cc-4297-829e-44c799b382f7","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-014 - CWT Stair Case Pile Caps"
"d3d86e9b-d274-47a8-b631-fd4a0536c977","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-015 - PAU02 Pile Cap GL A - Excluding F1A (A1)"
"505fb58a-b5ea-4683-bdec-499e6ad48442","","pass","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-016 - PAU03 Pile Cap GL B"
"04dc5819-9fdf-42d0-ba2a-5d17bc99d123","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-017 - K5401A Base Slab"
"1316b0e2-c479-437a-9323-145f8c29e1ce","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-018 - K5401B Base Slab"
"e885a3a8-fae5-4857-a3af-bf466ca44bdf","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-019 - PAU01 Pile Cap - F1 (B1) & F1A (A1)"
"efa225ba-2814-4f75-a705-4ca2732bc522","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-020 - PAU02 Pile Cap - F1 (B1) & F1A (A1)"
"e5bf8e08-9974-41da-8e42-9571e562d81e","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-021 - C5402/C5404 Tie Beam "
"774f4138-174a-45c4-b723-ceaf24b87162","","work-in-progress","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-022 - PAR01 2A & 2B PED1A"
"93f38ac8-311e-4319-b91a-919bc227cc7b","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-023 - PAR02 1A & 1B PED1A"
"1c71dd7a-113d-4d3e-b7d5-f364975eb98e","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-024 - R5402 / R5403 Foundation"
"41b9d250-eb67-47a4-bccc-f258c2602dea","","pass","d0f997f6e23c8ebbc87417e85ddceefa4d66b68c2484a41f0d141665d94e428b","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-025 - PAU-03 F1A Foundation"
"6c5ddb66-dd67-4581-840d-ac36ec53fdb3","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-026 - PAR-02 PED2"
"adfb2726-9652-4034-bc4d-03f6d7cc5d58","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-027 - Cooling Tower Basin Walls"
"37849772-942d-4d46-b796-15081a484836","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-028 - POC54 - Base"
"1c7d36a2-0664-4731-b7b8-84e86ef408fd","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-029 - Substation F1 Footings"
"f1fe0e24-fbf3-4b90-a1e7-4c66cbf730d2","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-030 - K5401A Foundation"
"d02f032d-25a4-49c8-82f2-7c8c108506ac","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-031 - K5401B Foundation"
"5f650b86-6e0b-4b91-a470-5614f8fcfb41","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-032 - Pit 101-CB-001"
"c2716690-69eb-4b0d-b03a-ecfa2b2a715e","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-033 - Pit 101-CB-002"
"454a360e-aaf7-470e-b597-cbe7d89f5ec4","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-034 - Pit 101-CB-003"
"80194640-3c24-4f02-9f29-1fb41d98a85e","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-035 - Pit 101-CB-004"
"a6105242-462d-4b61-a915-a801ce4905a8","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-036 - Pit 101-CB-007"
"c9817c05-b56c-4a8c-b06d-71b4b1d2b74c","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-037 - Pit 101-CB-010"
"cd2c9587-b765-4d77-af3f-a6cae0e050e8","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-038 - Pit 101-CB-011"
"d3100f91-fcee-4d14-a1e8-0991ddf37674","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-039 - Pit 101-CB-012"
"65269131-2ff4-4c09-aa7c-be270f8b0f91","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-040 - PAU-03 F1A, F2A, F3A"
"7939c9af-d9f9-42d5-adf9-901cd9c6238e","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-041 - P5451 Pile Cap and Tie Beams"
