type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,Installation Checklist,,,,,,Installation Checklist,a05785a3-acb0-4f6c-afd0-29918e4802e4
section,Inspection Date,,,,,,,
checkpoint,Inspection date,,,,,,,
date,Date:,,,,,,,
section,Installation,,,,,,,
checkpoint,Panel been installed in the correct location,,,,,,,
checkpoint,Panel been installed vertically,,,,,,,
checkpoint,Has the structure caused the panel to deflect from installed position?,,,,,,,
checkpoint-no-status,Notes,,,,,,,
text,Notes,,,,,,,
section,Propping,,,,,,,
checkpoint,Structure reached engineers specified strength to remove props,,,,,,,
checkpoint,Props removed,,,,,,,
checkpoint-no-status,Notes,,,,,,,
text,Notes,,,,,,,
section,Grouting,,,,,,,
checkpoint,Bedding grout completed,,,,,,,
checkpoint,Dowel tubes grouted,,,,,,,
checkpoint-no-status,Notes,,,,,,,
text,Notes,,,,,,,
section,Patching,,,,,,,
checkpoint,Patching required,,,,,,,
checkpoint,Patching completed,,,,,,,
checkpoint,Lifters filled,,,,,,,
checkpoint-no-status,Notes,,,,,,,
text,Notes,,,,,,,
section,Sealing,,,,,,,
checkpoint,External sealing complete,,,,,,,
checkpoint,Internal sealing complete,,,,,,,
checkpoint,Lifters filled,,,,,,,
checkpoint-no-status,Notes,,,,,,,
text,Notes,,,,,,,
section,Non-conformities,,,,,,,
checkpoint,Please attach any relevant photos or documents relating to non-conformities,,,,,,,
boolean,Squareness,,,,,,,
boolean,Dimensions,,,,,,,
boolean,Rebate,,,,,,,
boolean,GT,,,,,,,
boolean,Fitments,,,,,,,
boolean,Tag,,,,,,,
boolean,Reo,,,,,,,
checkpoint-no-status,Notes,,,,,,,
text,Notes,,,,,,,
checkpoint,LTE Rep,,,,,,,
holdpoint,Holdpoint (Add Signature / Request Sign Off),,,,,,,
checkpoint,Builders Rep,,,,,,,
holdpoint,Holdpoint (Add Signature / Request Sign Off),,,,,,,
