"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Delivery Report - Matrix"
,"Scope",,,"pre-pour & concrete delivery"
,"Rows"
,,"Panel ID No.","dynamic","pre-pour & concrete delivery"
,"Columns"
,,"Weight (Tonnes)","Weight","pre-pour","details"
,,"Length (MM)","length","pre-pour","check length"
,,"Width (MM)","width","pre-pour","check width"
,,"Thickness (MM)","thickness","pre-pour","check thickness"
,,"Lifter Type","Lifter Type","lifter type correct","pre-pour"
,,"Inspector Sign Off Attached Below?",,"inspector sign off attached below","pre-pour"
,,"Pour Date","Pour Date","details","concrete delivery"
,,"Time Batched","Time Batched","details","concrete delivery"
,,"Strength (MPA)","Concrete Strength","mpa match the order sheet","concrete delivery"
,,"Inspector Sign Off Attached Below?",,"inspector sign off attached below","concrete delivery"

