Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Pre-Pour - Certificate Of Compliance Matrix,,,,,
,Scope,,,PRE-POUR & CONCRETE DELIVERY,
,Rows,,,,
,,Panel ID No.,dynamic,PRE-POUR & CONCRETE DELIVERY,
,Columns,,,,
,,Weight (Tonnes),Weight,details,Pre-Pour Checklist
,,Length (MM),length,check length,Pre-Pour Checklist
,,Width (MM),width,check width,Pre-Pour Checklist
,,Thickness (MM),thickness,check thickness,Pre-Pour Checklist
,,Lifter Type,Lifter Type,lifter type correct,Pre-Pour Checklist
,,Inspector Sign Off Attached Below?,,inspector sign off attached below,Pre-Pour Checklist
,,,,,
Concrete Delivery - Certificate Of Compliance Matrix,,,,,
,Scope,,,PRE-POUR & CONCRETE DELIVERY,
,Rows,,,,
,,Panel ID No.,dynamic,PRE-POUR & CONCRETE DELIVERY,
,Columns,,,,
,,Pour Date,Pour Date,details,Concrete Delivery Checklist
,,Time Batched,Time Batched,details,Concrete Delivery Checklist
,,Strength (MPA),Concrete Strength,mpa match the order sheet,Concrete Delivery Checklist
,,Inspector Sign Off Attached Below?,,inspector sign off attached below,Concrete Delivery Checklist
