type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Service Door Checklist,,,,,,,
section,Service Door Checklist,,,,,,,
checkpoint,Area ready & accessible,,,,,,,
checkpoint,Door and drop seal installation ,,,,,,,
checkpoint,Door Margins Good ,,,,,,,
checkpoint,Door Closer,,,,,,,
checkpoint,Lock and Handles ,,,,,,,
checkpoint,Batwing Seal ,,,,,,,
checkpoint,Foreman Sign Off ,,,,,,,
,,,,,,,,
checklist,Entry Door,,,,,,,
section,Entry Door Checklist,,,,,,,
checkpoint,Area ready & accessible,,,,,,,
checkpoint,Door and drop seal installation,,,,,,,
checkpoint,Door Margins Good,,,,,,,
checkpoint,Door Closer,,,,,,,
checkpoint,Lock and handles,,,,,,,
checkpoint,Door stop,,,,,,,
checkpoint,Batwing seal,,,,,,,
checkpoint,Foreman Sign Off,,,,,,,
,,,,,,,,
checklist,Split-jamb Door Checklist,,,,,,,
section,Split-jamb Door Checklist,,,,,,,
checkpoint,Area ready & accessible,,,,,,,
checkpoint,Installation of Split-jambs,,,,,,,
checkpoint,Door Margins Good,,,,,,,
checkpoint,Door Stop,,,,,,,
checkpoint,Handles,,,,,,,
checkpoint,Foreman Sign Off,,,,,,,
,,,,,,,,
checklist,Cavity & Slider Checklist,,,,,,,
section,Cavity & Slider Checklist,,,,,,,
checkpoint,Area ready & accessible,,,,,,,
checkpoint,Cavity Pocket,,,,,,,
checkpoint,Architrave installed and miters good,,,,,,,
checkpoint,Door,,,,,,,
checkpoint,Lock,,,,,,,
checkpoint,Foreman Sign Off,,,,,,,
,,,,,,,,
checklist,Sliding Door Checklist,,,,,,,
section,Sliding Door Checklist,,,,,,,
checkpoint,Area ready & accessible,,,,,,,
checkpoint,Door,,,,,,,
checkpoint,Lock,,,,,,,
checkpoint,Foreman Sign Off,,,,,,,
,,,,,,,,
checklist,Mounted Slider Checklist,,,,,,,
section,Mounted Slider Checklist,,,,,,,
checkpoint,Area ready & accessible,,,,,,,
checkpoint,Installation of sliding track,,,,,,,
checkpoint,Door,,,,,,,
checkpoint,Lock & Handle,,,,,,,
