type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Install QA,,,,,,Install QA
section,PRE-START,,,,,,
checkpoint,Openings Correct as per SD,,,,,,
checkpoint,Area Tidy,,,,,,
section,INSTALL,,,,,,
checkpoint,Correct Packing,,,,,,
checkpoint,Sill Flashing installed,,,,,,
checkpoint,Frame Installed Correctly,,,,,,
checkpoint,Fixings as per SD's / Overseal Complete,,,,,,
checkpoint,Soaker installed and sealed,,,,,,
checkpoint,Outer frame rubbered,,,,,,
checkpoint,Head & External Flashings Installed,,,,,,
checkpoint,Hardware Installed and Operational,,,,,,
checkpoint,Seals and PEF Rod Completed,,,,,,
checkpoint,Seals width 6mm to 15mm,,,,,,
checkpoint,Seals : Roller test completed,,,,,,
section,GLAZING,,,,,,
checkpoint,Glass Defect Free,,,,,,
checkpoint,Glass Type - Installed Correctly,,,,,,
checkpoint,Glass Installed - Correct Orientation,,,,,,
checkpoint,Glass Wedged / Siliconed,,,,,,
checkpoint,Backpan installed & sealed,,,,,,
checkpoint,Insulation installed,,,,,,
checkpoint,Silicone not damaged,,,,,,
section,HANDOVER,,,,,,
checkpoint,Defects List Completed,,,,,,
checkpoint,Window opening Functional,,,,,,
checkpoint,Doors Operational,,,,,,
checkpoint,Handover Keys,,,,,,
