resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
,step,,,,Civil/Drainage (underground),,,,,,,
Detailed ITP,checklist,,,,,Cast 1,,,,,,
Detailed ITP,checklist,,,,,Cast 2,,,,,,
Detailed ITP,checklist,,,,,Cast 3,,,,,,
Detailed ITP,checklist,,,,,Cast 4,,,,,,
Detailed ITP,checklist,,,,,Cast 5,,,,,,
Detailed ITP,checklist,,,,,Cast 6,,,,,,
Detailed ITP,checklist,,,,,Cast 7,,,,,,
Detailed ITP,checklist,,,,,Cast 8,,,,,,
Detailed ITP,checklist,,,,,Cast 9,,,,,,
Detailed ITP,checklist,,,,,Cast 10,,,,,,
,step,,,,Infrastructure,,,,,,,
Cast,checklist,,,,,Cast 1,,,,,,
Cast,checklist,,,,,Cast 2,,,,,,
Cast,checklist,,,,,Cast 3,,,,,,
Cast,checklist,,,,,Cast 4,,,,,,
Cast,checklist,,,,,Cast 5,,,,,,
Cast,checklist,,,,,Cast 6,,,,,,
Cast,checklist,,,,,Cast 7,,,,,,
Cast,checklist,,,,,Cast 8,,,,,,
Cast,checklist,,,,,Cast 9,,,,,,
Cast,checklist,,,,,Cast 10,,,,,,
,step,,,,Building Precast,,,,,,,
,step,,,,,Manufacturing,,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 1,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 2,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 3,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 4,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 5,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 6,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 7,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 8,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 9,,,,,
Manufacturing Checklist,checklist,,,,,,Panel 10,,,,,
,step,,,,,Installation,,,,,,
Installation Checklist,checklist,,,,,,Panel 1,,,,,
Installation Checklist,checklist,,,,,,Panel 2,,,,,
Installation Checklist,checklist,,,,,,Panel 3,,,,,
Installation Checklist,checklist,,,,,,Panel 4,,,,,
Installation Checklist,checklist,,,,,,Panel 5,,,,,
Installation Checklist,checklist,,,,,,Panel 6,,,,,
Installation Checklist,checklist,,,,,,Panel 7,,,,,
Installation Checklist,checklist,,,,,,Panel 8,,,,,
Installation Checklist,checklist,,,,,,Panel 9,,,,,
Installation Checklist,checklist,,,,,,Panel 10,,,,,
