type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-285-STR-CPD- Coloured Surface Treatment (Omni Grip),itp,,,,,ITP-285-STR-CPD- Coloured Surface Treatment (Omni Grip) Rev 1,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-285-STR-CPD-Coloured Surface Treatment (Omni Grip),,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: CPD-Coloured Surface Treatment (Omni Grip),,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 285-STR,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 1,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 13/06/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Andrew Carlini,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Vicroads Section 431 April 2018,,,,,,,,,,,,,,,,,,,,,,
label,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Vicroads Section 175 November 2019,,,,,,,,,,,,,,,,,,,,,,
label,1.3 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Vicroads Section 721 Feburary 2017,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries - Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Primer and Binder Product Details,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Vicroads 431.03,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The contractor shall submit the following details for the primer and binder product to be used to the Superintendent prior to works beginning: ,,,,,,,,,,,,,,,,,,,,,,
label,(i) priming materials type and source,,,,,,,,,,,,,,,,,,,,,,
label,(ii) binder type and source,,,,,,,,,,,,,,,,,,,,,,
label,(iii) manufacturer's recommendations/instructions for priming material supply and placement,,,,,,,,,,,,,,,,,,,,,,
label,(iv) manufacturer's recommendations/instructions for binder mix quantities and tolerances on mixing components,,,,,,,,,,,,,,,,,,,,,,
label,(v) manufacturer's recommendations/instructions for mixing of binder and components,,,,,,,,,,,,,,,,,,,,,,
label,"(vi) manufacturer's recommendations/instructions for pot life of binder, i.e. time of mixing to time of spreading",,,,,,,,,,,,,,,,,,,,,,
label,(vii) manufacturer's recommendations/instructions for placement of binder including application rates and tolerances and placement temperatures,,,,,,,,,,,,,,,,,,,,,,
label,(viii) manufacturer's recommendations/instructions for curing,,,,,,,,,,,,,,,,,,,,,,
label,(ix) manufacturer's recommendations/instructions for accelerants (if applicable),,,,,,,,,,,,,,,,,,,,,,
label,(x) manufacturer's recommendations/instructions for supply and placement of protective sealers,,,,,,,,,,,,,,,,,,,,,,
label,(xi) type of coloured pigment.,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Material,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material certificate,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Aggregate Product Details,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Vicroads 431.03,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The contractor shall submit the following details for the aggregate product to be used to the Superintendent prior to works beginning:,,,,,,,,,,,,,,,,,,,,,,
label,"(i) aggregate type, source and gradation",,,,,,,,,,,,,,,,,,,,,,
label,(ii) manufacturer's or Contractor’s recommendations/instructions for placement of aggregate including spread rate,,,,,,,,,,,,,,,,,,,,,,
label,(iii) Polished Stone Value (PSV) – aggregates shall have a minimum PSV of 54.,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Material,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material certificate,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,3. Preliminaries - Procedures & Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Product performance documentation,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Vicroads 431.04,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Documented evidence of satisfactory performance over at least 5 years for the coloured surface treatment in a heavy urban traffic environment shall be provided with the Tender. The documentation may include references from clients, details of sites with the coloured surface treatment, evidence of texture with time, evidence of skid resistance with time, evidence of colour retention with time, evidence of durability with time.",,,,,,,,,,,,,,,,,,,,,,
label,○ The Superintendent may request additional information regarding performance of the proposed coloured surface treatment and shall determine if the documented evidence is satisfactory. Only products with satisfactory documented evidence will be considered for award of the works.,,,,,,,,,,,,,,,,,,,,,,
label,○ The Superintendent may require a sample of the material to be provided. The sample shall be a minimum size of 300 mm x 300 mm which is representative of the material to be applied.,,,,,,,,,,,,,,,,,,,,,,
label,"○ Acceptance of the documented evidence and acceptance of the proposed coloured surface treatment does not guarantee the performance of the coloured surface treatment, and does not relieve the Contractor from any performance requirements.",,,,,,,,,,,,,,,,,,,,,,
label,○ Restricted use of untried products on a trial basis shall be subject to the approval of the Superintendent.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - ConQA Hold Point Release, PCCP Accreditation",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
section,4. Pre-construction Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Surface preparation,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Vicroads 431.07,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - The area to be marked is dry free of dirt, gravel, flaking and other loose foreign material",,,,,,,,,,,,,,,,,,,,,,
label,○ The area around making area is also clean to avoid tracking into the marking area,,,,,,,,,,,,,,,,,,,,,,
label,"○ Removal of existing unsound, obsolete or redundant pavement markings",,,,,,,,,,,,,,,,,,,,,,
label,○ Removal of any foreign materials and debris within reasonable limits.,,,,,,,,,,,,,,,,,,,,,,
label,○ All liftring mechanisms and joins between the lid and frame shall be masked and protected such that te coloured surface treatment does not impede lifting and replacing lids,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual, Document Review",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.2 - Redundant pavement / unsuitable marking markers removal,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Vicroads 431.07,,,,,,,,,,,,,,,,,,,,,,
