resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Area A,,,,,,,,
ITP - R - Apartment Pre Cast Floor Structure and Concrete Pour (per level/area),checklist,,,,Floor,,,,,,,
ITP - R - Apartment Structural Steel (per area/level),checklist,,,,Structural steel,,,,,,,
"ITP - R - Apartment Pre Cast, Timber, Insitu, Blockwork Element Installation (per area/level)",checklist,,,,Stair installation,,,,,,,
,step,,,,Moisture test,,,,,,,
ITP - R - CLT Structure (per structural cube),checklist,,,,CLT,,,,,,,
,step,,,Area B,,,,,,,,
ITP - R - Apartment Pre Cast Floor Structure and Concrete Pour (per level/area),checklist,,,,Floor,,,,,,,
ITP - R - Apartment Structural Steel (per area/level),checklist,,,,Structural steel,,,,,,,
"ITP - R - Apartment Pre Cast, Timber, Insitu, Blockwork Element Installation (per area/level)",checklist,,,,Stair installation,,,,,,,
,step,,,,Moisture test,,,,,,,
ITP - R - CLT Structure (per structural cube),checklist,,,,CLT,,,,,,,
