Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,MataCryl Trafficable,,,,,Yes,MataCryl Trafficable,08f44cb5-7b03-4f44-b104-ba7b2d8e181e
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Scope Description (from Bravada SOW) and item numbers,,,,,,,
text,38cab569-f797-59d2-a049-f646b6e97043,,textbox,Enter SOW description,,,,,,,
text,f6d0c388-f7fb-5390-bd3f-248c212bfbd4,,textbox,Attach TDS for application (Download from Simpro),,,,,,,
checkpoint-status,,,checkpoint,1: Concrete Pour of Trough & Maintenance areas,,,,,,,
text,3e74e925-1754-5ba2-94b2-28b2703a4a5b,,textbox,1.01: Confirmation of date of concrete pour,,,,,,,
text,1e7c7cc8-3697-56c1-bb52-0cf17e5ed10b,,textbox,1.02: Substrate inspection,,,,,,,
checkpoint-status,,,checkpoint,2: Lead up to installation,,,,,,,
text,f41d6911-96e6-577d-a0a7-3bc6758a5b91,,textbox,2.01: Confirmation of product batch numbers and use by dates (photograph) WITNESS POINT,,,,,,,
text,2fb105ca-3ae1-5199-8670-340d33612898,,textbox,"2.02: Conduct preparation to substrates including shot blasting, grinding, other methods HOLD POINT",,,,,,,
text,10fcfd5d-70ee-570c-a028-fca89d9e6b8b,,textbox,2.03: Minimum 7 days after concrete pour. Install pull off test equipment to deck and conduct test. Minimum 0.75mpa. Photograph HOLD POINT,,,,,,,
text,e0b0d95f-4bf3-53b2-bf81-f9ef68a9c754,,textbox,2.04: Conduct moisture test ( < 7%) WITNESS POINT,,,,,,,
checkpoint-status,,,checkpoint,3: Day prior to commencement,,,,,,,
text,6f113128-51af-5511-afe9-b111a1405d48,,textbox,"3.01: Inspect concrete deck condition, assess cleanliness and readiness for installation.. HOLD POINT",,,,,,,
text,8e61135d-c32f-5345-a450-a8cdfd5cfdd2,,textbox,3.02: Conduct moisture test ( < 7% ). HOLD POINT,,,,,,,
text,2d90509b-37d3-5734-99cc-4a039164e460,,textbox,"3.03: Review suitability of weather forecast for next 4 days, photograph WITNESS POINT",,,,,,,
checkpoint-status,,,checkpoint,4: Day of works commencement,,,,,,,
text,c8000910-8c67-5b7b-8c2a-a032b00cc875,,textbox,"4.01: Prior to commencement, inspect concrete deck condition, assess cleanliness and readiness for installation. Photograph. HOLD POINT",,,,,,,
text,9057495b-9b53-5c2c-ba18-2cad305afcf9,,textbox,4.02: Test substrate moisture content ( < 7% ). HOLD POINT,,,,,,,
text,44d93ac6-2650-5282-858a-ada13a24f8de,,textbox,4.03: Test ambient temperature (10-35 degrees) Photograph WITNESS POINT,,,,,,,
text,98736be0-cefd-52c2-8250-50f373b2d2e8,,textbox,4.04: Test substrate temperature (10-35 degrees) Photograph HOLD POINT,,,,,,,
text,080d84a7-c204-582d-b0b5-259e044e98b7,,textbox,4.05: Test dew point temperature (minimum 3 degrees less than ambient temperature). HOLD POINT,,,,,,,
checkpoint-status,,,checkpoint,5: Matacryl Primer H Application,,,,,,,
text,b2e763ad-ba95-5878-9ceb-d191ec72b4d9,,textbox,"5.01: Mix primer liquid component separately, sprinkle catalyst and mix thoroughly until homogenous (fully mixed through)",,,,,,,
text,c4407f4d-94f2-5785-90e4-6c9c1fafe4e7,,textbox,5.02: Install product to required coverage rate and record quantity of product installed (40m2 per kit/unit). Photograph WITNESS POINT,,,,,,,
text,2e23fcae-2653-52a0-9b3b-b20cf00e106a,,textbox,5.03: Quartz aggregate broadcast into primer at 1kg/m2. Photograph. HOLD POINT,,,,,,,
checkpoint-status,,,checkpoint,6: Matacryl Manual Base Coat Application,,,,,,,
text,368ed5cd-c4a2-5018-bda3-6b671be97c16,,textbox,6.01: Test primer for suitability to proceed to membrane installation. Photograph. HOLD POINT,,,,,,,
text,2e758321-1bdd-514b-95d9-202a9e3702f9,,textbox,6.02: Test substrate moisture content ( < 7% ). HOLD POINT,,,,,,,
text,2f0ba8f8-7f37-58c8-ba58-3e124f427971,,textbox,6.03: Test ambient temperature (10-35 degrees) Photograph WITNESS POINT,,,,,,,
text,729a8143-5e4a-5026-a183-f590e573f797,,textbox,6.04: Test substrate temperature (10-35 degrees) Photograph HOLD POINT,,,,,,,
text,c47a9f01-191c-5a16-8384-4ca01a01d005,,textbox,6.05 Test dew point temperature (3 degrees greater than ambient temperature). HOLD POINT,,,,,,,
text,9c80f2c8-47e3-58ff-bea7-93c26122775d,,textbox,"6.06: Mix liquid membrane component separately, sprinkle catalyst and mix thoroughly until homogenous (fully mixed through) WITNESS POINT",,,,,,,
text,4d7b4481-e3c4-5e17-8f3d-e4cfff7bd06d,,textbox,6.04: Install membrane to required coverage rate (2.8kg/m2) and record quantity of product installed (maximum 8.9m2/mixed kit). Photograph WITNESS POINT,,,,,,,
text,dd344fc9-fef2-50e5-a26a-4ecec55c468e,,textbox,6.05: Measure wet film thickness of membrane during installation - minimum 1 measurement per membrane kit (8.9m2/kit) . Photograph WITNEESS POINT,,,,,,,
checkpoint-status,,,checkpoint,7: Matacryl WL Application,,,,,,,
text,1cf936e9-0f91-590f-bdd9-fc996ce92fe5,,textbox,7.01: Test Manual for suitability to proceed to WL installation. Photograph. HOLD POINT,,,,,,,
text,e5b60403-f58a-5aa5-8667-982b9c9f69cc,,textbox,7.02: Test substrate moisture content ( < 7% ). HOLD POINT,,,,,,,
text,efbb8808-ae77-5500-a1ba-f93dab1eefc9,,textbox,7.03: Test ambient temperature (10-35 degrees) Photograph WITNESS POINT,,,,,,,
text,9d2a4f39-2829-5fb2-a71a-9a7dc7e6f4e0,,textbox,7.04: Test substrate temperature (10-35 degrees) Photograph HOLD POINT,,,,,,,
text,e8b9541a-975f-5a87-ab76-a8fe6fe4eec1,,textbox,7.05: Test dew point temperature (3 degrees greater than ambient temperature). HOLD POINT,,,,,,,
text,6d5ae0fd-b8c2-5833-be4b-b89312d071dd,,textbox,"7.06: Mix liquid ""wearing layer"" component separately, sprinkle catalyst and mix thoroughly until homogenous (fully mixed through)",,,,,,,
text,d6105bab-218a-515f-849d-db54237fc03b,,textbox,7.07: Install WL layer to required coverage rate (16.6m2/mixed kit) and record quantity of product installed. Photograph,,,,,,,
text,dca1879b-df95-5b95-9550-16fcf6acf7cd,,textbox,7.08: Broadcast aggregate into wet top coat (4kg/m2). Photograph,,,,,,,
checkpoint-status,,,checkpoint,8: Matacryl STC Unpigmented Plus Micronised Pigment Top Coat Application,,,,,,,
text,dde7f578-1156-5dcc-b3f2-a431c0e4af3e,,textbox,8.01: Test WL for suitability to proceed to top coat installation. Photograph. HOLD POINT,,,,,,,
text,1fa3c3c4-f5ce-5867-97a6-7b2de1276155,,textbox,8.02: Test substrate moisture content ( < 7% ). HOLD POINT,,,,,,,
text,b1943c27-30de-5334-b646-cb3b2c7a11e0,,textbox,8.03: Test ambient temperature (10-35 degrees) Photograph WITNESS POINT,,,,,,,
text,80604813-719d-5f55-a9d6-41532438344e,,textbox,8.04: Test substrate temperature (10-35 degrees) Photograph HOLD POINT,,,,,,,
