type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
checklist-sectioned,ITP - Retaining Walls - Rev E,itp,,,,Yes,ITP - Retaining Walls - Rev E,6cec8363-521e-436f-9cd1-098d4f4cec3a,,,,,,,
checkpoint-group,SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT),,,,,,,,,,,,,,
checkpoint-status,3.01.01 - Construction Pack,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Methodology and ITP to be submitted to the Engineer and approved prior to works beginning,,,,,,,,,,,,,,
label,Standard / Specification - Downer,,,,,,,,,,,,,,
label,Verifying Document - Construction Pack,,,,,,,,,,,,,,
label,Frequency - Submit 10 days prior to commencement of works,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint-status,3.01.02 - Survey Setout,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Survey Set out as per contract drawings and specification, capturing pre-construction levels where needed.",,,,,,,,,,,,,,
label,Standard / Specification - Downer,,,,,,,,,,,,,,
label,Verifying Document - Survey Records,,,,,,,,,,,,,,
label,Frequency - Prior to Works,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SV,,,,,,,,,,,,,,
checkpoint-status,3.01.03 - Service Location,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Complete the Excavation permit process to identify, locate and protect all services.",,,,,,,,,,,,,,
label,Standard / Specification - Downer,,,,,,,,,,,,,,
label,Verifying Document - Excavation Permit,,,,,,,,,,,,,,
label,Frequency - Prior to Excavation,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,3.01.04 - Internal Permits,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Complete internal Permits as required to complete works including but not limited to: Hot works, concrete saw, lift, confined space, working at height etc.",,,,,,,,,,,,,,
label,Standard / Specification - Downer,,,,,,,,,,,,,,
label,Verifying Document - Internal Permits,,,,,,,,,,,,,,
label,Frequency - Prior to Excavation,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,3.01.05 - External Permits,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Obtain External Permits as required to complete works including but not limited to: Close approach, Worksafe Notice etc.",,,,,,,,,,,,,,
label,Standard / Specification - Downer,,,,,,,,,,,,,,
label,Verifying Document - External Permits,,,,,,,,,,,,,,
label,Frequency - Prior to Excavation,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint-status,3.01.06 - Approved Construction Drawings,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Prior to starting works, Ensure that the construction drawings are both IFC and the Current Version.",,,,,,,,,,,,,,
label,Standard / Specification - Downer,,,,,,,,,,,,,,
label,Verifying Document - IFC Drawings,,,,,,,,,,,,,,
label,Frequency - Prior to works start,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint-group,"SECTION 4 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL – RETAINING WALLS",,,,,,,,,,,,,,
checkpoint-status,4.01.01 - Stone Strong Block Molds,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Stonestrong blocks to be supplied by an approved supplier. The Contractor shall liaise with the Principal-appointed Cultural Artist to coordinate carving of the supplied blanks and the production of moulds & blocks,,,,,,,,,,,,,,
label,Standard / Specification - PS - 12,,,,,,,,,,,,,,
label,Verifying Document - Conforming Molds Post Carving,,,,,,,,,,,,,,
label,Frequency - Before Installation,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint-status,4.01.02 - MSE retaining wall backfill and drainage Material ,,,,,,,,,,,,,,
