type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP-187-CIV-SSB-Rock Beaching-Type 1,itp,,,,,ITP-187-CIV-SSB-Rock Beaching-Type 1 Rev 0,
section,Referenced Documentation,,,,,,,
checkpoint,Referenced Documentation,,,,,,,
label,Document Title: ITP-187-CIV-SSB-Rock Beaching,,,,,,,
label,ITP Description: SSB-Rock Beaching,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 187-CIV,,,,,,,
label,Revision Number: 0,,,,,,,
label,Revision Date: 17/04/2024,,,,,,,
label,ITP created by: VM,,,,,,,
label,ITP approved for use by: VM,,,,,,,
label,1.1 VicRoads Specification and Melbourne Water approval,,,,,,,
label,Reference: VicRoads Section 713 April 2017,,,,,,,
section,Preliminaries - Materials,,,,,,,
checkpoint,2.1 Beaching Material-Type 1,,,,,,,
label,REFERENCE: 713.03 Section 713.03(a) (i) IFC Drawings (MRP-087-C-ACD-DRG-16-BFD-CDR-6001),,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: All rock beaching materials shall:,,,,,,,
label,– Comply with the material requirements for ‘sound’ rock in Section 801 and ,,,,,,,
label,– The Los Angeles Value (LAV) requirements of Table 801.033. and ,,,,,,,
label,– The rock shall have a minimum apparent particle density of 2.5 t/m3 and,,,,,,,
label,– The rock beaching shall have a minimum wet strength of 100 kN and a wet/dry strength variation not exceeding 45% ,,,,,,,
label,Rock for Type 1 beaching shall ,,,,,,,
label,– Consist of field or quarry rock.,,,,,,,
label,– Have a mass of between 20 and 70 kg ,,,,,,,
label,– At least 60% by number shall be over 40 kg. ,,,,,,,
label,– Rocks shall be of such size that the layer of beaching is not less than 225 mm thick.,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,"METHOD: Document Review, Visual",,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Prior to each use unless previously approved,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: HP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
