type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Core Lids Checklist ,,,,,,
section,Phase 1,,,,,,
checkpoint,Area accessible & ready,,,,,,
checkpoint,Drawing references entered ,,,,,,
text,Architectural,,,,,,
text,Structural,,,,,,
text,Other,,,,,,
checkpoint ,Materials used complies with design documentation,,,,,,
checkpoint ,Datum point used & soffit RLs checked,,,,,,
checkpoint,Grids marked by builder,,,,,,
checkpoint ,Surveyor points given for outside of building,,,,,,
checkpoint,Fillet & drip mould installed,,,,,,
checkpoint,Check set down position & RL,,,,,,
checkpoint,Check penetrations installed ,,,,,,
checkpoint ,Column blockouts installed,,,,,,
section,Phase 2,,,,,,
checkpoint,Check back propping as per design,,,,,,
checkpoint,Blow off deck,,,,,,
holdpoint,Do not commence concrete till all works agreed,,,,,,
checkpoint,Engage external consultant (engineer inspection),,,,,,
checkpoint,Correct Class of Finish,,,,,,
checkpoint,"Stripping, cleaning & materials removed",,,,,,
,,,,,,,
checklist-flat,Suspended Slab Checklist ,,,,,,
checkpoint,Area accessible & ready,,,,,,
checkpoint,Drawing references entered ,,,,,,
checkpoint ,Materials used complies with design documentation,,,,,,
checkpoint ,Datum point used & soffit RLs checked,,,,,,
checkpoint,Grids marked by builder,,,,,,
checkpoint ,Surveyor points given for outside of building,,,,,,
checkpoint,Fillet & drip mould installed,,,,,,
checkpoint,Check set down position & RL,,,,,,
checkpoint,Check penetrations installed ,,,,,,
checkpoint,Prop drop head wedges are secure ,,,,,,
checkpoint ,Column blockouts installed,,,,,,
holdpoint,Inspection by site engineer ,,,,,,
checkpoint,check back propping as per design,,,,,,
checkpoint,Blow off deck,,,,,,
holdpoint,Do not commence concrete till all works agreed,,,,,,
checkpoint,Engage external consultant (engineer inspection),,,,,,
checkpoint,Correct Class of Finish,,,,,,
checkpoint,"Stripping, cleaning & materials removed",,,,,,
