"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","SYM-ITP-019 - CLADDING (Rev A)","",,,2,"Yes","SYM-ITP-019 - CLADDING (Rev A)","10300ea7-17ee-4a13-9506-7530027b24c9"
"checkpoint-group",,"","section","1.0 Preliminaries"
"checkpoint-status",,"","checkpoint","• Are the drawings, complete & current?"
"checkpoint-group",,"","section","2.0 Pre-Construction Activities"
"checkpoint-status",,"","checkpoint","• Has the structure been surveyed, including any fixing inserts, before commencement?"
"checkpoint-status",,"","checkpoint","• Is the structure clear of dirt and blemishes?"
"checkpoint-group",,"","section","3.0 Construction"
"checkpoint-status",,"","checkpoint","• Have stone cladding fixings been provided as required, sufficient to support, restrain and resist the structural design loads on each cladding panel, as specified?"
"button","b03af459-3662-5621-b93d-3ea0c7708830","","button","WITNESS POINT - Signature by CYP D&C JV","Yes,No",,
"button","c9550cd2-95b7-5605-8ac6-19f0db62ff98","","button","HOLD POINT - Signature by Symal Infrastructure","Yes,No",,
"holdpoint",,"","signoff","Request Sign Off"
"checkpoint-status",,"","checkpoint","• Have adhesives been applied where required, as specified?"
"button","19ef7d68-85d9-5401-bb2f-5e4c5042c3c6","","button","SURVEILLANCE - Signature by CYP D&C JV","Yes,No",,
"button","21ee1199-fa43-5be7-981a-f2172aa39e78","","button","HOLD POINT - Signature by Symal Infrastructure","Yes,No",,
"holdpoint",,"","signoff","Request Sign Off"
"checkpoint-status",,"","checkpoint","• Has cladding been installed as described in specification, considering given tolerances?"
"button","1277887d-4f02-54d5-a1d0-29cc0d4c4ea6","","button","WITNESS POINT - Signature by CYP D&C JV","Yes,No",,
"button","f0020853-b4d3-5e5f-8c1a-a0358fa7e3c3","","button","WITNESS POINT - Signature by IR","Yes,No",,
"button","22583509-7d14-5d8b-9d89-49e9cb86b66c","","button","HOLD POINT - Signature by Symal Infrastructure","Yes,No",,
"holdpoint",,"","signoff","Request Sign Off"

"checklist-sectioned",,"","checklist","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","",,,10,"Yes","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","12b46283-0377-4db2-ad3a-f5d1077c1d04"
"checkpoint-group",,"","section","1.0 General Details"
"checkpoint-status",,"","checkpoint","• Is Mix design approved prior to placement and material properties meet project specification, AS 3600, AS 1379."
"text","cc8f77fb-7f3d-5bb3-999f-e019f5299c2e","","textbox","• Concrete Strength",,,"MPA"
"button","0fe4eca4-d1bb-508c-bc50-17939df73b59","","button","HOLD POINT - Signature by CYP D&C JV","Yes,No",,
"button","1b9b1fe3-74bd-5ca4-9716-95f49c5ff858","","button","HOLD POINT - Signature by Symal Infrastructure","Yes,No",,
"holdpoint",,"","signoff","Request Sign Off"
"checkpoint-status",,"","checkpoint","• Is the work area clearly pegged out for line and level?"
"text","a81d7320-ed35-5386-b0cf-f78f393769a5","","textbox","• Wall/Footing Reference",,,
"text","e27872bc-945b-5767-a6f1-8c5220a5b7ea","","textbox","• Zone",,,
"text","1e75b118-b12e-5dfe-9345-5b6c3db8c21e","","textbox","• Stage",,,
"checkpoint-status",,"","checkpoint","• Are the drawings, complete & current?"
"checkpoint-status",,"","checkpoint","• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services."
"button","9052007a-7630-506b-8358-0d4d318ae747","","button","• Relevant permits have been signed and approved.","PASS,FAIL,N/A",,
"button","5295f313-f18c-5e72-ade2-1f17a73ceb38","","button","• Extents and levels correct to relevant drawings","PASS,FAIL,N/A",,
"button","598d1473-0efd-58cf-b099-482682c9acc2","","button","• 50mm Blinding to be placed as required to allow working surface and protect excavation.","PASS,FAIL,N/A",,
"text","358b2e68-0eb7-50f0-a620-d0b1d86cd611","","textbox","• Excavation to a total depth of",,,"mm"
"button","a819a9b8-941b-58fa-bedc-fc485613f7eb","","button","HOLD POINT - Signature by CYP D&C JV","Yes,No",,
"button","24dd1b16-d645-52ab-8d12-e8c4f5440a35","","button","HOLD POINT - Signature by Symal Infrastructure","Yes,No",,
"holdpoint",,"","signoff","Request Sign Off"
"checkpoint-group",,"","section","2.0 Wall Footings"
"checkpoint-status",,"","checkpoint","• Formwork has been installed correctly and sufficiently braced."
"button","ba89aa26-0120-5b25-b0cd-3b4bc8c13603","","button","• Formwork set out has been done as per latest design drawings and specifications","PASS,FAIL,N/A",,
