Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,ITP-012 - Subsurface Drainage,itp,ITP-012 - Subsurface Drainage,,
,section,1 - Preliminary Works,,,,
,checkpoint,1.1 - Check for correct documentation,,,,
0920e470-64c7-5478-92d6-cc4a49080046,note,FREQUENCY: Prior to commencing any activity,,,,
6dc79816-e8cd-58ce-994b-a28db1cbd503,note,ACCEPTANCE CRITERIA: Ensure that all employees and subcontractors are:,,,,
87e72ed0-9009-5c7b-862c-d2cbcd01cb27,note,– using the correct and complete set of drawings,,,,
784aef8f-b71c-5d74-8a88-102b1bcf87d3,note,– all drawings are the latest revision,,,,
dbe548a0-9e04-5289-a4f9-d961ba15272f,note,REFERENCE DOCUMENTS: Drawings and drawing registers,,,,
2f0da3d3-830a-5f02-b05f-30a125b10d18,note,INSPECTION/TEST METHOD: Visual inspection,,,,
36d73d02-c12a-5db4-811c-ee195e8ab504,note,RECORD OF CONFORMITY: This ITP signed off,,,,
86747c95-0bf7-5a6c-ada4-250f2c2f29eb,note,HP*,,,,
a08c8414-9752-5e2d-a9ee-1b6d40af9a44,note,RESPONSIBILITY: Site Engineer / Site Foreman,,,,
3a759b2f-a211-5661-9fc6-7bf43e47f114,date,Date Completed:,,,,
,checkpoint,1.2 - Implementation of all measures and controls,,,,
1bd74be9-eb53-5bd9-bbd0-46e6294d5e51,note,FREQUENCY: Prior to commencing any activity,,,,
a53e40ad-9646-5daf-a28b-00128c98ae18,note,"ACCEPTANCE CRITERIA: All necessary measures and controls are being implemented, that is: QMP, EMP, ECP, ERA, SWMS",,,,
5b291697-2058-550d-a2ad-ef6bb3007c94,note,"REFERENCE DOCUMENTS: QMP, EMP, ECP, ERA, SWMS",,,,
3dadae19-73dc-5c41-a904-d97cb0f6acd1,note,INSPECTION/TEST METHOD: Visual Inspection,,,,
9f719a1a-8da5-5150-9aaa-64ee515c0103,note,RECORD OF CONFORMITY: This ITP signed off,,,,
14bc5054-bf1a-5cbb-8bef-07522cff02b9,note,HP*,,,,
548345f6-871b-5b38-a477-6df5e80f2cb4,note,RESPONSIBILITY: Site Engineer / Site Foreman,,,,
53fe5ba3-ddb4-59e1-b4dd-8fe4fab7c599,date,Date Completed:,,,,
,checkpoint,1.3 - Placement of no fines concrete,,,,
e551bcee-0e9f-5682-9e79-0cd1aadb0079,note,FREQUENCY: Prior to works commencing,,,,
b4c374b2-6236-5464-92f2-a2573e9cc431,note,ACCEPTANCE CRITERIA: Where no fines concrete is used as filter material the Contractor shall submit quality procedures for review by the Superintendent which detail the method of placing the no-fines concrete. The method of compaction shall be in accordance with the Contractor's quality procedures,,,,
cbb8539f-427e-5f13-8a5e-8ae8fcf43513,note,REFERENCE DOCUMENTS: VicRoads Spec 702.09 (g),,,,
35b1db8e-8c87-5f17-b5b3-2426bdf63d94,note,INSPECTION/TEST METHOD: Verify,,,,
acd1a1ae-c59d-5d28-af73-64e92b7ac78b,note,RECORD OF CONFORMITY: This ITP signed off,,,,
2d35d639-0967-5ea4-8b23-7585afd13e0b,note,HP,,,,
ce5c508b-5015-560a-84c7-ff228776711b,note,RESPONSIBILITY: Site Engineer/ Superintendent,,,,
fa8fd634-6f67-516f-83b3-ca36cbcaa83f,date,Date Completed:,,,,
,signoff,AUTHORITY HOLDPOINT,,,,
,checkpoint,1.4 - Material Classification,,,,
0e8eb69f-a497-54d1-b6dc-e6e5851f47ca,note,FREQUENCY: Each Lot,,,,
3fd643b8-79a1-554f-81ad-3d50f972572f,note,ACCEPTANCE CRITERIA: Subsurface drainage pipes: 100mm DIA Class 1000 corrugated perforated plastic pipe- with a perforation size of maximum 1.5mm width and minimum length of 150 mm per m^2.,,,,
6297a6ca-c168-528a-873c-5332bc25b8a5,note,○ Granular filter material for bedding and backfill: Trench backfilled with no fines concrete filter medium complying with Cl 702.05,,,,
5d7fa7b4-cb74-56f0-9996-8d713e323e28,note,○ Geotextiles: Shall comply with Cl 702.06.,,,,
4c9bd30a-6fbb-5c28-aea9-3e7b8c21f155,note,○ Subsurface drain pits: All subsurface drain pits shall be Type S1 to the specification of SD 1611,,,,
d705094f-ce68-52a8-8672-3b1cf955e7b3,note,○ Pit Lids: Type M3 circular lid (as per SD 1051) for Type S1 pit,,,,
9a68362b-4bfd-5fa1-b8de-1f2dbf05dcd3,note,○ Flushout risers: Constructed to the detail of SD 1631,,,,
aaf734d7-1050-537b-b4a2-34d96517b69a,note,"REFERENCE DOCUMENTS: VicRoads Spec 702.04, 702.05, 702.06",,,,
d8ef9aa4-83a6-5503-bf97-ccf9f6ce88c3,note,INSPECTION/TEST METHOD: Verify,,,,
a4f02bc5-f2cf-57bc-bb96-08280886cac9,note,RECORD OF CONFORMITY: This ITP signed off,,,,
