type,name,values,prefix,postfix,usage count,user addable,template name
checklist,F2LSIP - ITP 5 - Lighting,itp,,,,,F2LSIP - ITP 5 - Lighting
section,5.0 - Lighting,,,,,,
checkpoint,Lighting,,,,,,
label,Inspection Point: Quality Control Activity - Final Sign Off,,,,,,
label,Acceptance Criteria - All below requirements are met and approved by CR,,,,,,
label,Verifying Document - Referenced Item numbers as below,,,,,,
label,Frequency - Once post construction,,,,,,
label,Inspection Type - Hold Point,,,,,,
label,Inspection: Key - H,,,,,,
label,Inspection: By - ER,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
section,5.1 - Technical Requirements,,,,,,
checkpoint,"5.1.1 - Electrical Installation undertaken by qualified & ""approved"" technician",,,,,,
label,Inspection Point: Quality Control Activity - To be confirmed with Subcontractor prior,,,,,,
label,Acceptance Criteria - Relevant qualification documentation provided by sub-contractor. ,,,,,,
label,Verifying Document - Qualifying Documents,,,,,,
label,Frequency - Once Per Source/Supplier,,,,,,
label,Inspection Type - Review,,,,,,
label,Inspection: Key - R,,,,,,
label,Inspection: By - PM,,,,,,
checkpoint,5.1.2 - Earthing ,,,,,,
label,Inspection Point: Quality Control Activity - Inspection Post Install,,,,,,
label,"Acceptance Criteria - Each pole to be separate installation, earthed using driven earth rod & M.E.N link - NZS3000",,,,,,
label,Verifying Document - Site Inspection Form,,,,,,
label,Frequency - Once per pole installation,,,,,,
label,Inspection Type - Witness Point,,,,,,
label,Inspection: Key - W,,,,,,
label,Inspection: By - ER,,,,,,
checkpoint,5.1.3 - Testing and Commissioning,,,,,,
label,Inspection Point: Quality Control Activity - Completed Post Install,,,,,,
label,Acceptance Criteria - To be carried out in accordance with NZS3000 & NZTA M30,,,,,,
label,○ Electrical test certificates for each lighting pole,,,,,,
label,○ Electrical Certificate of Compliance for the complete installation,,,,,,
label,○ As Built information,,,,,,
label,○ Completion Certificate (refer Appendix VI I of NZTA M30),,,,,,
label,"○ Any particular maintenance requirements (e.g., shear base poles) ",,,,,,
label,○ Contractor to enter Ramm data for all installations,,,,,,
label,Verifying Document - Relevant Documentation,,,,,,
label,Frequency - Once per pole installation,,,,,,
label,Inspection Type - Review,,,,,,
label,Inspection: Key - R,,,,,,
label,Inspection: By - ER,,,,,,
checkpoint,5.1.4 - Poles and Luminaries,,,,,,
label,Inspection Point: Quality Control Activity - Documentation provided Pre-Construction,,,,,,
label,"Acceptance Criteria - All lighting poles and luminaries to compley with NZTA M30, M26 & project technical specifications.",,,,,,
label,Verifying Document - Manufacturers Certificates,,,,,,
label,Frequency - Once Per Source/Supplier,,,,,,
label,Inspection Type - Review,,,,,,
label,Inspection: Key - R,,,,,,
label,Inspection: By - ER,,,,,,
section,5.2 - Construction,,,,,,
checkpoint,5.2.1 - Ducting & Cable Installation,,,,,,
label,Inspection Point: Quality Control Activity - Trench Inspection,,,,,,
label,Acceptance Criteria - Ducting to be installed as below where open trenching is possible,,,,,,
label,○ Required minimum thickness of separation 150mm,,,,,,
label,○ Minimum cover depth from crown of ducting 700mm,,,,,,
label,○ Type of ducting required - Orange PVC 100mm duct ,,,,,,
label,○ Warning tape required over ducting minimum 300mm above duct ,,,,,,
label,Verifying Document - Site Inspection Form,,,,,,
label,Frequency - Once per tench installation,,,,,,
label,Inspection Type - Witness Point,,,,,,
label,Inspection: Key - W,,,,,,
label,Inspection: By - ER,,,,,,
checkpoint,5.2.2 - Asbuilt of ducts,,,,,,
label,Inspection Point: Quality Control Activity - Survey Asbuilt,,,,,,
label,Acceptance Criteria - As-built location of ducting prior to backfilling as per design.,,,,,,
label,Verifying Document - Suvey Records,,,,,,
label,Frequency - Once per tench installation,,,,,,
label,Inspection Type - Review,,,,,,
label,Inspection: Key - R,,,,,,
label,Inspection: By - ER,,,,,,
checkpoint,5.2.3 - Trench Backfill,,,,,,
label,Inspection Point: Quality Control Activity - Density,,,,,,
label,"Acceptance Criteria - Material is visually compact and tightly bound, and passes proof roll during subgrade inspection under ITP 2 Item 2.2.3",,,,,,
label,Verifying Document - Site Inspection Form,,,,,,
label,Frequency - Once prior to subase placement,,,,,,
label,Inspection Type - Witness Point,,,,,,
label,Inspection: Key - W,,,,,,
label,Inspection: By - ER,,,,,,
checkpoint,5.2.4 - Pole & Luminaire Positioning,,,,,,
label,Inspection Point: Quality Control Activity - Check setout prior to installation,,,,,,
label,Acceptance Criteria - Poles to be located a minimum of 1m behind kerb/edge of seal & at right angles (90°) to kerb lines and lane markings.,,,,,,
label,○ When poles are set in place they shall be vertical to within 1°. ,,,,,,
label,○ When each luminaire is installed it shall have the required tilt to within 2° ,,,,,,
label,○ The axis of the luminaire beam shall be in a vertical plane to within 2°.,,,,,,
label,Verifying Document - Site Inspection Form,,,,,,
label,Frequency - Once per pole installation,,,,,,
label,Inspection Type - Inspection,,,,,,
label,Inspection: Key - I,,,,,,
label,Inspection: By - PM/PS/ER,,,,,,
checkpoint,5.2.5 - Concrete ,,,,,,
label,Inspection Point: Quality Control Activity - Compressive Strength,,,,,,
label,Acceptance Criteria - As per NZS 3112 - Concrete surrounding base to be minimum 20MPa at 28 days,,,,,,
label,Verifying Document - Compressive Strength Report,,,,,,
label,Frequency - Once per days production,,,,,,
label,Inspection Type - Review,,,,,,
label,Inspection: Key - R,,,,,,
label,Inspection: By - ER,,,,,,
