resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
,step,,,,Rough In,,,,,,,
,step,,,,,Duct Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,FCU Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,Mech Pipe Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,Fan Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,Mech Elec,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,BMS,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,Chiller Install (Roof Plant Room),,,,,,
BSA Sub Contractor ITP,checklist,,,,,Condensor Units,,,,,,
BSA Sub Contractor ITP,checklist,,,,,Cooling Tower,,,,,,
BSA Sub Contractor ITP,checklist,,,,,Pumps,,,,,,
,step,,,,Fit Off,,,,,,,
,step,,,,,Duct Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,FCU Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,Mech Pipe Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,Fan Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,Mech Elec,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,BMS,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,Chiller Install (Roof Plant Room),,,,,,
BSA Sub Contractor ITP,checklist,,,,,Condensor Units,,,,,,
BSA Sub Contractor ITP,checklist,,,,,Cooling Tower,,,,,,
BSA Sub Contractor ITP,checklist,,,,,Pumps,,,,,,
,step,,,,Commissioning,,,,,,,
,step,,,,,FCU Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,Mech Pipe Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,Fan Install,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,Mech Elec,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Harris Farm,,,,
,step,,,,,,Level 1,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,,Level 2,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
,step,,,,,BMS,,,,,,
,step,,,,,,Ground Floor,,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 6,,,,
BSA Sub Contractor ITP,checklist,,,,,,,Zone 10,,,,
