type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Enviro HP1200,,,,,,
checkpoint,Relevant Australian Standards Checked ,,,,,,
label,AS4654.2-2012; Manufacturer’s Technical Data Sheet,,,,,,
checkpoint,"Check substrate - The surface must be clean, dry and free from all loose particles",,,,,,
checkpoint,Prepare surface to accept primer using scraper (and/or light grind) and vacuum/sweep residual debris. Remove all concrete/mortar projections,,,,,,
label,Attach Photo ,,,,,,
checkpoint,Moisture Content Test,,,,,,
label,Attach Photo ,,,,,,
checkpoint,Caulking - Apply Enviro Flex FC / PRO to the junction between floor slab and walls,,,,,,
label,Attach Photo ,,,,,,
checkpoint,Apply primer using a brush or roller,,,,,,
label,Attach Photo ,,,,,,
checkpoint,Mixing,,,,,,
checkpoint,Apply Enviro HP1200 using a spray gun,,,,,,
checkpoint,Curing,,,,,,
checkpoint,"Pin Hole Detection Test of area with holiday tester
Pull Off Adhesion Testing shall not be less than 1MPa. Thickness shall not be less than 1.5mm",,,,,,
label,Attach Photo ,,,,,,
checkpoint,Final Inspection and Sign-off. Visually inspect and ensure adequately cured - DO NOT PASS UNTIL HOLDPOINT COMPLETE BELOW,,,,,,
holdpoint,HOLD POINT - CLICK HERE TO REQUEST BUILDER SIGN OFF,,,,,,
,,,,,,,
checklist-flat,GCP SILCOR 575LB ,,,,,,
checkpoint,Relevant Australian Standards Checked,,,,,,
text,"Specification / Standard: AS4654.1-2012; AS3740 - 2010, Manufacturer’s Technical Data Sheet",,,,,,
checkpoint,"Check substrate. The surface must be clean, dry and free from all loose particles including dust, laitance, grease, coatings, curing compounds and any other foreign matter. Check critical areas (puddle flanges, penetrations, expansion joints, rebates/setdowns) - Substrates must be structurally sound, smooth, clean and dry. ",,,,,,
label,Attach Photo,,,,,,
checkpoint,Substrate Preparation and Caulking. Concrete and Masonry:,,,,,,
label,"Remove all dirt, dust, concrete spillage, weak material, laitance, oil, grease, coatings, curing compounds, form release agents, tyre rubber marks, rain damage and other contaminants/defects by an appropriate method.",,,,,,
label,"This may include brooming, vacuuming, scraping, water blasting (4000 psi with RotorJet head), captive sand blasting or grinding.",,,,,,
label,Chamfer external corners and remove residues from internal corners and expansion joints.,,,,,,
label,"Repair non-structural defects including bug holes, honeycombing, rain damage and gross pin holing using a minimum 25 MPa, low shrinkage PMC or epoxy repair mortar or fairing compound.",,,,,,
label,Advise main contractor of identified structural cracks and moving construction joints. Rectifications to be arranged by main contractor,,,,,,
label,Attach Photo,,,,,,
checkpoint,Application Conditions: The following GCP product application details assume typical conditions of 22°C and 60% relative humidity. Allowance must be made by the applicator for product application and cure times that vary from these typical conditions. ,,,,,,
label,Attach Photo,,,,,,
checkpoint,Detailing:,,,,,,
label,"External Above and Below Ground Areas: Detail according to NCC and AS 4654.2 requirements, by installing minimum 15 x 15mm bond breaker fillets of SILCOR LM PU Sealant to all internal corners, penetrations, drainage outlets etc. Allow sealant to cure a minimum 24 hours.",,,,,,
label,Expansion Joints: Install suitable backer rod to joints. Set depth to achieve correct joint geometry (see SILCOR LM PU Sealant PDS). Gun SILCOR LM PU Sealant to joint recess and tool to a smooth concave finish. Allow sealant to cure a minimum 24 hours.,,,,,,
label,Chased Non-Moving Construction Joints & Shrinkage Cracks: Prime chased sides using SILCOR Primer BS. Allow to cure tack free. Gun SILCOR LM PU Sealant to primed chase within 24 hours of priming. Tool to a smooth concave finish. Allow sealant to cure a minimum 24 hours.,,,,,,
label,CFC & Cement Composite Sheets Joints: Gun SILCOR LM PU Sealant to joint and tool to a smooth concave finish. Allow sealant to cure a minimum 24 hours.,,,,,,
label,Attach Photo,,,,,,
checkpoint,"Primer: Concrete, Masonry, Screeds and CFC Sheet",,,,,,
label,– Below 10% Moisture Content,,,,,,
label,"Prime prepared substrates using SILCOR Primer BW Clear/ EPOCOTE F100W Clear at a minimum rate of 0.3kg/m , by roller. Consult the relevant primer PDS for further information.",,,,,,
label,Coverage rate is dependent on surface porosity and may require two or more applications.,,,,,,
label,"For low porosity cementitious surfaces, dilute mixed primer up to 20% with clean water to aid penetration and flooding of pin holes.",,,,,,
label,Allow to cure tack free. Within 24 hours reprime with undiluted SILCOR Primer BW Clear.,,,,,,
label,"Apply primer to give full coverage without ponding or pin holing, producing a low gloss surface finish.",,,,,,
label,"Allow primer to cure tack free. Within 24 hours of priming (@22°C) apply membrane to primed surfaces. Refer to relevant primer PDS for recoat times at other temperatures, and treatment if recoat time of primer is exceeded.",,,,,,
label,"If recoat time of primer is likely to be exceeded, broadcast the freshly applied undiluted primer with clean, kiln dried, sharp quartz sand of 0.5 to 1.0mm diameter to 120% coverage (to refusal). Allow primer to cure completely, then remove excess loose sand by vacuuming. Membrane may be applied to the sand blinded surface up to 14 days after laying, provided the surface remains clean, dry and free of all contamination.",,,,,,
label,Attach Photo,,,,,,
checkpoint,Caulking. Apply Enviro Flex FC junction fillets or equivalent (where applicable),,,,,,
label,Attach Photo ,,,,,,
checkpoint,Mixing:,,,,,,
label,"Mix material thoroughly before use using a minimum 650W slow speed drill (maximum 300 RPM) fitted with a clean paddle or “Jiffy” type mixer, avoiding air entrapment.",,,,,,
label,"Applied Membrane Thickness Control: Apply membrane at or above the minimum required thickness, as detailed in this PDS, or in the project specification. Test applied thickness using a clean, accurate Wet Film Thickness (WFT) gauge and adjust applied thickness accordingly. Horizontal, Vertical or Sloping Application SILCOR 575 LB is suitable for horizontal applications. Minimum required Dry Film Thickness (DFT) is typically achieved in one or two applications. Note this product is self-levelling. Multiple coats are required for vertical applications.",,,,,,
label,Attach Photo ,,,,,,
checkpoint,"Carry out Dry Film Thickness test & Holiday Testing & Pull Off Test, Repair any defects found using patch and repair method specified in procedures.",,,,,,
label,Attach Photo ,,,,,,
checkpoint,Top Coat: (if applicable:),,,,,,
label,"Mix SILCOR Top Coat 75 and apply minimum two coats by brush, roller or airless spray to a total rate of 0.3 kg/ m to give uniform finish with dft 0.15mm. For best finish, apply successive coats at a cross-direction to previous coat",,,,,,
label,Attach Photo ,,,,,,
checkpoint,"Carry out Dry Film Thickness test & Holiday Testing & Pull Off Test, Repair any defects found using patch and repair method specified in procedures.",,,,,,
label,Attach Photo ,,,,,,
checkpoint,Final Inspection and Sign-off. Visually inspect and ensure adequately cured - DO NOT PASS UNTIL HOLDPOINT COMPLETE BELOW,,,,,,
holdpoint,HOLD POINT - CLICK HERE TO REQUEST BUILDER SIGN OFF,,,,,,
