type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
checklist,ITP031 - AGL Luminaires Installation,itp,,,,,ITP031 - AGL Luminaires Installation,,,,,,
section,1.0 Preliminary Works,,,,,,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,• Ensure that all employees and subcontractors are using the latest and complete set of drawings,,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• IFC Drawings,,,,,,,,,,,,
note,• Appendix K- AGL Specification,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: Drawings,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Subcontractor Representative,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,,,,,,
note,Frequency: Prior to commencing any activities,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,"• All necessary measures and controls are being implemented, that is PSP, EMP, TMP, SWMS & WP.",,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• PSP,,,,,,,,,,,,
note,• EMP,,,,,,,,,,,,
note,• TMP,,,,,,,,,,,,
note,• JSEA,,,,,,,,,,,,
note,• SWMS,,,,,,,,,,,,
note,• WP,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: Site and Office Inspection,,,,,,,,,,,,
note,HP*,,,,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,1.3 - Material/Equipment Approvals and Certification,,,,,,,,,,,,
note,Frequency: Prior to Start,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,• All materials shall be proven to meet contractual requirements prior to acceptance.,,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• Appendix K- AGL Specification Section 2.3.3,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: Datasheet / Material Submission,,,,,,,,,,,,
note,HP*,,,,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
section,2.0 Installation of Light,,,,,,,,,,,,
checkpoint,2.1 - Setting out of Airfield Luminaires,,,,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,"• Surveyor to confirm location with IFC drawings. Alignment of luminaire positions, shallow seating pots to be checked.",,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• IFC Drawings,,,,,,,,,,,,
note,• 12554937-E031 to 12554937-E037,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: SCP,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Site Engineer / Surveyor,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,2.2 - Coring,,,,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,"• As required, Core asphalt to depth as per subcontractor ITC for relevant Method. Remove blanking plate and clean void.",,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• IFC Drawings,,,,,,,,,,,,
note,• 12554937-E031 to 12554937-E037,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: This ITP Signed & Sub-contractor ITC,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,2.3 - Saw Cutting,,,,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,• Saw cut pavement to accommodate new light base. Protect edges as required.,,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• IFC Drawings,,,,,,,,,,,,
note,• 12554937-E031 to 12554937-E037,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: This ITP Signed & Sub-contractor ITC,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,2.4 - Installation of Inset light,,,,,,,,,,,,
note,Frequency: Each light,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,"• Ensure correct light is installed in correct position as per the IFC drawings, this ITP and ITC",,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• IFC Drawings,,,,,,,,,,,,
note,• 12554937-E031 to 12554937-E037,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: This ITP Signed & Sub-contractor ITC,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,2.5 - Light spacing,,,,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,• Ensure gap between new light base and pavement not less than 7mm and not more than 15mm.,,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• IFC Drawings,,,,,,,,,,,,
note,• 12554937-E031 to 12554937-E037,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: This ITP Signed & Sub-contractor ITC,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,2.6 - Recess Sealing,,,,,,,,,,,,
note,Frequency: Each light,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,• Seal top of recess around light base with Dowsil 888 in concrete. Sealant in asphalt as detailed in IFC Drawing.,,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• IFC Drawings,,,,,,,,,,,,
note,• 12554937-E033,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: This Signed ITP / ITC/As-Built Documentation,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,2.7 - Installation of secondary and Earthing Cable,,,,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,• Each fitting shall have earthing cable provided,,,,,,,,,,,,
note,– Earthing to be 6mm2 single core green/yellow PVC cable.,,,,,,,,,,,,
note,– Twin secondary cable to be 4mm2 each.,,,,,,,,,,,,
note,Reference Documents: -,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: This Signed ITP & Sub-contractor ITC,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,2.8 - Series Isolation transformer,,,,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,• Each luminaire / fitting shall be connected to a series isolation transformer in closest SIT duct pit/ junction can.,,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• IFC Drawings,,,,,,,,,,,,
note,• 12554937-E031 to 12554937-E037,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: This Signed ITP & Sub-contractor ITC,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,
checkpoint,2.9 - Luminaire Circuit,,,,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,,,,
note,• Each luminaire fitting shall be installed on the appropriate circuit as specified in the construction drawings.,,,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,,,
note,• IFC Drawings,,,,,,,,,,,,
note,• 12554937-E031 to 12554937-E037,,,,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,,,,
note,Record of conformity: This Signed ITP / As-Built Documentation,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,,,,
