"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e29d240e-c2df-4797-88dc-284f97668bdc","","checklist-flat","pass","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"fafda2a0-12b3-5344-b70b-8f4f27ca5e19","","checkpoint-status","pass","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"bb4c8cd5-3ea3-529b-879f-ed2604ac05e3","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"ebdb766b-5c0e-5fa8-a292-c88abe0a2ce6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"5b1e45ad-c21f-500a-9055-b2ddc4086223","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"1eeb588d-d02f-5420-b2af-063e79adf39e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"cffd2c97-e351-468f-aa63-a7723fbb417f","","folder-normal","pass","","step","TRUE","FALSE","QA"
"7aae4113-620b-47c5-9d0b-32b7f78d55ed","","folder-normal","pass","","step","TRUE","FALSE","QA","1No RoofSafe Cable System @ 19m - Line 01"
"83e327cc-4430-4166-b3b6-e3a80ad8da6d","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","1No RoofSafe Cable System @ 19m - Line 01","Pre-Fit Off Checklist"
"5704e6ea-88a8-52bd-b764-9f810531d543","","checkpoint-status","pass","","","TRUE","TRUE","QA","1No RoofSafe Cable System @ 19m - Line 01","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"b2be8655-996c-5b2d-978f-329173bc888b","","holdpoint","pass","","","TRUE","TRUE","QA","1No RoofSafe Cable System @ 19m - Line 01","Pre-Fit Off Checklist","EMAIL PM"
