type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Park and Ride - Green Roof Sarnafil Installation,,,,,,
checkpoint,Scope Description (from Bravada SOW) and item numbers,,,,,,
text ,SOW description entered,,,,,,
checkpoint,Attach TDS for application,,,,,,
checkpoint,Substrate washed / cleaned & assessed for surface uniformity (photos attached below),,,,,,
checkpoint,Substrate temperature is not less than 10*C and no greater then 35*C ,,,,,,
checkpoint,Substrate free from pooling or ponding water (Moisture gauge photo attached below),,,,,,
button,Adequate fall in substrate?,"Yes,No",,,,,
label,If any of these checkpoints fail information and required action by builder provided in comments below,,,,,,
label,If any of these checkpoints fail information and required action by builder provided in comments below,,,,,,
button,Installation of termination profiles via to perimeter upstands & wall / floor junctions as per manufacturer's specifications as required?,"Yes,No,N/A",,,,,
button,Saw cuts (15mm deep x 5 mm wide) at Watertite membrane junctions able to accept Type 5 profile?,"Yes,No",,,,,
button,Installation of Type 6 profile for junction with Watertite membrane?,"Yes,No",,,,,
button,Installation of Type 8 profile on upturn?,"Yes,No",,,,,
button,Adhesive installed to manufacturer's specification?,"Yes,No",,,,,
checkpoint,Record (Photo) batch number and date of manufacture of adhesive,,,,,,
button,Installation of sheet membrane to floor areas (min. 50mm overlaps)?,"Yes,No",,,,,
button,Siphonic drains detailed to manufacturers specification?,"Yes,No",,,,,
button,Installation of Type 5 profile to junction?,"Yes,No",,,,,
button,"Installation of sheet membrane to perimeters, incl. compatible sealant as required (profiles welded)?","Yes,No",,,,,
button,Installation of Dilatec tape detail to existing P-1200 membrane?,"Yes,No,N/A",,,,,
checkpoint,Area completed to manufacturer's specification? - photos attached below,,,,,,
,,,,,,,
checklist-flat,Park and Ride - Busway Sarnafil Installation,,,,,,
checkpoint,Scope Description (from Bravada SOW) and item numbers,,,,,,
text ,SOW description entered,,,,,,
checkpoint,Attach TDS for application,,,,,,
checkpoint,Substrate washed / cleaned & assessed for surface uniformity (photos attached below),,,,,,
checkpoint,Substrate temperature is not less than 10*C and no greater then 35*C ,,,,,,
checkpoint,Substrate free from pooling or ponding water (Moisture gauge photo attached below),,,,,,
button,Adequate fall in substrate?,"Yes,No",,,,,
label,If any of these checkpoints fail information and required action by builder provided in comments below,,,,,,
label,If any of these checkpoints fail information and required action by builder provided in comments below,,,,,,
button,Installation of termination profiles via to perimeter upstands & wall / floor junctions as per manufacturer's specifications as required?,"Yes,No,N/A",,,,,
button,Saw cuts (15mm deep x 5 mm wide) at Watertite membrane junctions able to accept Type 5 profile?,"Yes,No",,,,,
button,Installation of Type 6 profile for junction with Watertite membrane?,"Yes,No",,,,,
button,Installation of Type 8 profile on upturn?,"Yes,No",,,,,
button,Adhesive installed to manufacturer's specification?,"Yes,No",,,,,
checkpoint,Record (Photo) batch number and date of manufacture of adhesive,,,,,,
button,Installation of sheet membrane to floor areas (min. 50mm overlaps)?,"Yes,No",,,,,
button,Column bases (24) detailed to manufacturers specification?,"Yes,No",,,,,
button,Installation of Type 5 profile to junction?,"Yes,No",,,,,
button,"Installation of sheet membrane to perimeters, incl. compatible sealant as required (profiles welded)?","Yes,No",,,,,
checkpoint,Area completed to manufacturer's specification? - photos attached below,,,,,,
,,,,,,,
checklist-flat,Park and Ride - Watertite Membrane Junction Installation,,,,,,
checkpoint,Scope Description (from Bravada SOW) and item numbers,,,,,,
text ,SOW description entered,,,,,,
checkpoint,Attach TDS for application (Download from Simpro),,,,,,
checkpoint,Substrate washed / cleaned & assessed for surface uniformity (photos attached below),,,,,,
checkpoint,Substrate temperature is not less than 10*C and no greater then 35*C ,,,,,,
checkpoint,Substrate free from pooling or ponding water (Moisture gauge photo attached below),,,,,,
label,If any of these checkpoints fail information and required action by builder provided in comments below,,,,,,
button,Saw cuts (15mm deep x 5 mm wide) at Watertite membrane (Watertite side) junctions able to accept Type 5 profile?,"Yes,No",,,,,
button,Installation of Type 5 profile to junction?,"Yes,No",,,,,
button,Adhesive installed to manufacturer's specification?,"Yes,No",,,,,
checkpoint,Record (Photo) batch number and date of manufacture of adhesive,,,,,,
label,If any of these checkpoints fail information and required action by builder provided in comments below,,,,,,
button,Installation of sheet membrane (min. 50mm overlaps) to ?,"Yes,No",,,,,
checkpoint,Area completed to manufacturer's specification? - photos attached below,,,,,,
