"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"18172117-233e-4318-8e37-e2d95b5d3bd3","","folder-normal","pass","","step","TRUE","FALSE","Site QA"
"ae41f5a0-883a-4f65-b9b0-9407c4e7740d","","checklist-sectioned","pass","GIB Installation QA","checklist","FALSE","FALSE","Site QA","GIB Installation QA North Ground to Roof"
"862d15b3-b717-5e58-ab96-7abb2be1972b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","GIB Installation QA North Ground to Roof","Job Details"
"296a0c07-8f5d-5463-90b5-c4f5eb8575c2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Job Details","Area"
"1fa16cc2-7dc6-5b45-9f23-b5a721656955","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Job Details","Team"
"e314e787-aaba-5310-a24b-065a5b250c74","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Job Details","Symonite drawing/detail referenced for construction"
"08a35cc8-ce19-5b84-b812-d726e7bc85e7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Job Details","Product Install manuals"
"6e7b154a-ec19-5b6e-918f-9df6300692ec","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","GIB Installation QA North Ground to Roof","Pre-start"
"5bedd258-4893-5285-8934-83ad98bd2472","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Pre-start","Has framing been signed off and handed over by the main contractor."
"d28079c6-dc12-5c44-81f4-cdaa7b4e8aa4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Pre-start","Confirm framing layout provides adequate fixing points to be able to meet the required fixing centres."
"9e733189-7137-54f9-b574-3d505d8251d2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Pre-start","Confirm appropriate access has been provided."
"d14e9908-8024-5fe5-8792-db674423b4e3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Pre-start","Confirm GIB Weatherline board is 13mm thick"
"a779ce5c-a381-5bd8-8fe0-a50a700b9c1e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out"
"3bca8812-3ecb-56f7-a251-b73f47b9323a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out","Confirm correct fixings used."
"359de97f-2305-5a6a-86b8-cc95170d3af3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out","Confirm correct fixings set out"
"8220fb3d-fc42-5a62-b002-05fce22571bf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out","Confirm GIB Board that is to be installed is dry."
"e0f14396-47aa-5abd-bf06-4b2dd00ef666","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out","Confirm Gib Weatherline joint is at the centre of studs and nogs"
"01e46999-6202-5b04-82c1-9570e2c1a0aa","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out","Screw head is flushed to the surface and not overdriven"
"94d8745f-cc68-544a-a331-bab9ed0064fa","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out","Screws minimum 25mm distance to each other"
"56620a23-3502-5fa7-9ee9-6d3f2d043540","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out","Screws maximum 12 pcs per linear metre"
"500982bc-8cb8-57f7-a494-156602ff64bb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out","Exposed edge is taped"
"6c4219ac-de03-52f9-a3bc-831610208390","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Sheet fixing and set out","Conform the panels overhang the bottom plate as per drawing"
"a76829f2-d4fa-52b5-b827-6e5a7fce5dab","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","GIB Installation QA North Ground to Roof","Penetrations"
"5f725855-1905-5a30-a267-dba584daa4ad","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Penetrations","Confirm penetrations have been set out as per symonite elevations"
"e7d2bdc9-ff04-5226-bddb-16a934f5fb7c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Penetrations","Penetrations through GIB is to be constructed in line with Symonite drawing"
"61c2eb39-a141-5fcc-8b95-3ef78f05f902","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Penetrations","Confirm main contactor has determined if council inspection is required prior to hand over AND Confirm main contractor has been given opportunity to coordinate council inspection."
"e06b268c-bebd-58cd-b1c2-7b63c3edf3f4","","holdpoint","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Penetrations","HOLDPOINT"
"2da95307-5960-5955-91ae-f919eb2b3f25","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","GIB Installation QA North Ground to Roof","Completion"
"a9dd0296-8896-57e4-8b93-fae265485dda","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Completion","Confirm work area clean, tidy and all quality assurance issues resolved in this area."
"5c00ece6-6ed7-53ae-9fa5-c0a1034c23cb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Completion","Confirm main contractor has inspected area prior to hand over."
"9fdb6969-4c82-50bc-9778-551aa16ef8e2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","GIB Installation QA North Ground to Roof","Completion","Confirm written communication stating main contractor has accepted has been received."
"18ed6a60-240e-4d07-bb17-c0b2c2779980","","checklist-sectioned","pass","GIB Installation QA","checklist","FALSE","FALSE","GIB Installation QA Level 1"
"fc0be66c-af51-539c-b1ea-0ff8202f944b","","checkpoint-group","pass","","","FALSE","FALSE","GIB Installation QA Level 1","Job Details"
"327fdc67-3e6d-5297-8e69-8ee90b1d1c80","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Job Details","Area"
"3778ff5d-4513-566a-ad52-2bd25badf4bc","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Job Details","Team"
"ae9bb03e-de55-5de1-a41b-19f39fd1ce17","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Job Details","Symonite drawing/detail referenced for construction"
"653ab6ad-3df6-561c-9046-9cf28ccc2f1e","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Job Details","Product Install manuals"
"38ad5df5-783e-55b1-a08a-e4f6e9b31e98","","checkpoint-group","pass","","","FALSE","FALSE","GIB Installation QA Level 1","Pre-start"
"c4d24cec-4583-5dc3-a2fd-5f79ed17f56f","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Pre-start","Has framing been signed off and handed over by the main contractor."
"9edadc90-f3b0-5ca1-a51a-8cb235f4fee5","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Pre-start","Confirm framing layout provides adequate fixing points to be able to meet the required fixing centres."
"fc0e56db-fff2-5c3d-b32a-0cf56c1710a8","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Pre-start","Confirm appropriate access has been provided."
"84fb1d70-a5e2-5485-a16a-95c419f5f2a1","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Pre-start","Confirm GIB Weatherline board is 13mm thick"
"ebcea26d-940c-550a-9109-c1b07c469446","","checkpoint-group","pass","","","FALSE","FALSE","GIB Installation QA Level 1","Sheet fixing and set out"
"820b4793-f8ca-5164-8cc2-b95f523df9de","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Sheet fixing and set out","Confirm correct fixings used."
"799be6c4-e8e7-5269-a661-9791956e6148","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Sheet fixing and set out","Confirm correct fixings set out"
"69187a4f-7711-5b71-8402-fb49a115471a","","checkpoint-status","pass","","","TRUE","TRUE","GIB Installation QA Level 1","Sheet fixing and set out","Confirm GIB Board that is to be installed is dry."
