type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Cabinet,,,,,Yes,Communications - Cabinet
checkpoint-status,Confirm rack has been earthed,,,,,,
checkpoint-status,Confirm cabinet has seismic fixings and bayed together.,,,,,,
checkpoint-status,Confirm cable management installed,,,,,,
checkpoint-status,Confirm cabinet has asset managed label on front and rear,,,,,,
checkpoint-status,Confirm Cabinet is correct orientation,,,,,,
checkpoint-status,Confirm PDU-A and PDU-B are on correct side and plugged into correct power supply,,,,,,
checkpoint-status,All copper and fibre cabling has been terminated as per rack elevation,,,,,,
holdpoint,Checked By (Heyday/MDE & Multiplex):,,,,,,
,,,,,,,
checklist,All copper and fibre cabling has been terminated as per rack elevation,,,,,Yes,Communications - Cabinet (Copper & fibre cabling terminated)
section,Details,,,,,,
checkpoint-status,All copper and fibre cabling has been terminated as per rack elevation,,,,,,
