"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Site QA Progress"
,"Scope",,,"site qa"
,"Rows"
,,"Site QA","dynamic","site qa"
,"Columns"
,,"Basement / Level 0",,"basement / level 0"
,,"Level 1",,"level 1"
,,"Level 2",,"level 2"
,,"Level 3",,"level 3"
,,"Level 4",,"level 4"
,,"Level 5",,"level 5"

"Testing Progress"
,"Scope",,,"testing"
,"Rows"
,,"Testing","dynamic","testing"
,"Columns"
,,"Basement / Level 0",,"basement / level 0"
,,"Level 1",,"level 1"
,,"Level 2",,"level 2"
,,"Level 3",,"level 3"
,,"Level 4",,"level 4"
,,"Level 5",,"level 5"

