"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"122c9329-d415-4620-b9d7-75864c7e5b80","","work-in-progress","","folder","TRUE","FALSE","SMCSWSPS-HEY-OSN-ED-ITP-000005 - Conduits"
"732e0189-f5c8-4c86-b8f2-09d1c2d4fc41","","work-in-progress","","folder","TRUE","FALSE","SMCSWSPS-HEY-OSN-ED-ITP-000005 - Conduits","SMCSWSPS-HEY-OSN-ED-ITP-000005 - Core Walls"
"873dfd36-0426-4c8c-876f-f539bdb34691","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Atlassian Store 026","Wall rough in"
"a768985f-fff4-420c-a534-cc4eee56334d","","pass","Quality - Light Fitting Installation","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Atlassian Store 026","Atlassian Store 026 - Light Fitting Installation"
"193e98a4-7902-4b03-abac-565ca5d7315f","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Atlassian Store 028"
"b37f63d3-ac63-4791-8652-b2d5952498f2","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Atlassian Store 028","Ceiling rough in"
"75cd0fcb-52e0-40d1-a824-a8383b7fa2b3","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Atlassian Store 028","Wall rough in"
"ab50c633-6557-4598-a510-3cf3a13abffb","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Comms Room"
"6277906a-2d38-4194-a05b-b704784df6c8","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Comms Room","Ceiling rough in"
"054ba7a6-a60c-463a-aca7-7104ccff1339","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Comms Room","Wall rough in"
"c0cb4059-115c-49f4-80a8-aa231b4021c3","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Security Induction 039"
"cacee3ab-258f-430b-9fa8-5ab70bd5dbd4","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Security Induction 039","Ceiling rough in"
"e1460521-2f8b-4a95-a9e1-c7c6ee8d88e7","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Security Induction 039","Wall rough in"
"58e81e55-5a10-4344-a5d0-40e15e144fe6","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Mail Room"
"9bc8b516-838a-4d29-93d7-23e40aa0df6e","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Mail Room","Ceiling rough in"
"0ee67597-87dd-489e-83aa-8d33f607945b","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Mail Room","Wall rough in"
"eb0de5b4-a7c7-42b2-9f24-e8098840c84f","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Toga Retail Store"
"5e5cf6cc-ec63-4e89-b687-ee20633121dd","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Toga Retail Store","Ceiling Rough in"
"cc282dcc-9244-4e96-92bf-c0012c7786c2","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Toga Retail Store","Wall rough in"
"e2e93102-261a-423d-a2dd-1b5773077e5f","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Dock Manager & Security"
"10b514fb-7373-476e-a878-d460777989b3","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Dock Manager & Security","Ceiling rough in"
"c9d84206-35a0-4ac7-b6bb-8bd98f742c8e","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Dock Manager & Security","Wall rough in"
"1334f3e4-39e3-49ef-8209-a6824186bb3a","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Link Zone Roadway"
"ef88a974-ea4d-49b1-a0a7-c265fb7526d9","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Link Zone Roadway","Ceiling rough in"
"71150a64-5f7f-4b2f-bff9-3d8ba59eeba3","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Link Zone Roadway","Wall rough in"
"45310653-e13f-4b1e-bf0c-8d377ac227c4","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Loading Dock 034"
"eddf14b4-2eb8-4178-b856-9b2550373a5b","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Loading Dock 034","Ceiling rough in"
"65bb7cce-b522-45d4-84e6-ff9a51cc2a26","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Loading Dock 034","Wall rough in"
"e6765fe5-6ced-40d6-9c7c-4d643cd63832","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Loading Dock 018"
"52794a0b-9a39-4fcc-a340-e4d06a864791","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Loading Dock 018","Ceiling rough in"
"af834d01-81e6-4baf-9f41-487146032487","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Loading Dock 018","Wall rough in"
"5d6d2af3-ce73-4186-a15b-99fade43e620","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 020"
"33fe0b68-537e-444c-8e9a-d095471b7f8a","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 020","Ceiling rough in"
"f00f7fdf-3a71-4eab-81de-7ccd3856e207","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 020","Wall rough in"
"1ad1f060-10ff-43e9-952c-0225697c4bc1","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 011"
"7999f958-5dfe-43b1-828e-762b55e22eb6","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 011","Ceiling rough in"
"6acc76d3-ccad-491d-8c13-17a8c38db2d0","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 011","Wall rough in"
"1335c0fc-44e1-433e-ad62-691e088ea892","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 038"
"4eb7c708-0661-4292-8ff5-a267808efc87","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 038","Ceiling rough in"
"7d1b5303-4ed5-47f6-94f2-346396de636b","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 038","Wall rough in"
"5dc02b20-c95a-4665-b53e-dcb3393a64ae","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 025"
"23873658-fc39-4ea1-b828-9b8765dd264c","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 025","Ceiling rough in"
"193bd689-b50c-4802-b0c6-81bfc77abc55","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 025","Wall rough in"
"4361c5b6-1b40-495b-8435-c6b21831486a","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 009"
"35212a7a-b350-49fb-81df-3da0d95536d7","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 009","Ceiling rough in"
"f5e80217-050d-4c3e-8918-4434e3e0299e","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Circulation 009","Wall rough in"
"b5eb7401-fda3-4933-a907-85ee7e68d76d","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Electrical 051"
"e88c80ae-6ac6-41d3-a16d-8089c439605b","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Electrical 051","Ceiling rough in"
"1c2d859c-1ef3-48c0-a0b0-1770811a0b52","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Electrical 051","Wall rough in"
"9d5759a7-4a5d-461c-acc1-90f5355e991c","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","MRV Turntable"
"dba08d10-18a7-4a86-901c-ea9cf55ee76b","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","MRV Turntable","Ceiling rough in"
"9209e40a-6948-405f-a322-616cfbd32883","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","MRV Turntable","Wall rough in"
"07ad9156-5eaf-4a64-aec5-c1ad99a25b8c","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Stair 02, 15, 16"
"3de083bf-d988-49b5-a604-a9f82338b7b5","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Stair 02, 15, 16","Ceiling rough in"
"76121fa8-ec22-4e99-9217-47be2fcc0d9e","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Stair 02, 15, 16","Wall rough in"
"9feb9779-4d3b-4c4a-b39f-c7d4bc7b3d77","","pass","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Accessible WC 027"
"13f1cab7-0b4c-4086-b243-125122cd6a70","","pass","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Accessible WC 027","Ceiling rough in"
"33680436-c9eb-486a-b319-141ab7d1047d","","pass","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Accessible WC 027","Wall rough in"
"2d2df644-6d7f-41d8-a109-f4c4f798ac93","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Toga Waste 021"
"0d0120dd-6994-46ad-ab4b-0a9a548550ff","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Toga Waste 021","Ceiling rough in"
"1e7a63f3-f894-45c1-b743-23ff19b4529b","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Toga Waste 021","Wall rough in"
"ea7ec72c-4ad9-4b97-9525-f2e05f3c992c","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Cleaner 037"
"54daf611-2d0b-4311-97f7-dc06869e6f07","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Cleaner 037","Ceiling rough in"
"f8070aaf-bbae-46fc-b328-bb7e756635b2","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B2","Basement 2","Cleaner 037","Wall rough in"
"5055f5d7-9a1e-4ecb-ac26-cfe0a699e0b1","","work-in-progress","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1"
"89998085-123b-460c-984e-3e77c853c378","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","NE"
"51d2e2f7-0c36-4467-b804-6d9e48b0700c","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","SE"
"f03fd715-b207-45f3-8fa0-e0a76978e719","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","NW"
"2a934024-cf67-42f5-8bd3-0f10e591b2d0","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","SW"
"ded0f19f-2783-4203-9427-bd724a632a5f","","work-in-progress","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1"
"f5065a8b-7027-421b-bf16-e85c69b3f260","","pass","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","B1 ACC WC"
"36b98afe-d620-4af2-a371-ff2fd7bcc450","","pass","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","B1 ACC WC","Ceiling rough in"
"fcbf3263-63f7-4464-ae2c-19ab28b2d7d7","","pass","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","B1 ACC WC","Wall rough in"
"6df7256b-5449-4504-990f-45d12f9e2707","","pass","Quality - Light Fitting Installation","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","B1 ACC WC","B1 Acc WC - Light Fitting Installation"
"f65eb0d1-d8fd-42b3-90d2-68132941d503","","work-in-progress","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Switch Room 1"
"4745d369-0523-4dc5-be1d-e4cb1e35968e","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Switch Room 1","Ceiling rough in"
"4b74dd1a-b765-4d31-b666-47fbf8ca1368","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Switch Room 1","Wall rough in"
"b1303ec0-41d3-4458-9918-6b48cd6e86ac","","pass","Quality - Distribution boards","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Switch Room 1","Quality - Distribution boards"
"d6bc4280-4688-46c3-ad24-9d936f632a7a","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","EOT 001 & 002"
"fa57825d-fff2-466d-a7bd-861e0a50788a","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","EOT 001 & 002","Ceiling rough in"
"7186183a-a63e-456c-9cfb-ce4c4b857b6f","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","EOT 001 & 002","Wall rough in"
"918f14ff-2cc7-4f7d-a496-56cb935c8111","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Switch Room 2"
"18d2685b-74e1-40c4-b333-69accc680245","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Switch Room 2","Ceiling rough in"
"53348ad0-5f48-45d7-bf96-ad268a70e547","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Switch Room 2","Wall rough in"
"95db508b-eb71-41a8-94c6-2bf8bc795854","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Riser 020 & 023"
"ff9ac65f-73f9-4001-bec2-74f927bf7f91","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Riser 020 & 023","Ceiling rough in"
"df49eff8-89d5-4973-95f8-8d350690d51c","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Riser 020 & 023","Wall rough in"
"b165d174-e140-402b-964f-296591ad9be7","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Circulation 009"
"98786ee4-c1cf-484d-916e-c95bf1de41f5","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Circulation 009","Ceiling rough in"
"a6cb6d18-0667-4498-bbe7-a5ee39799645","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Circulation 009","Wall rough in"
"64c60028-b32e-46b4-bbf8-e66d9c52e718","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 02"
"8112c081-1a04-4ee7-9422-0c189fd1a4ee","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 02","Ceiling rough in"
"784662aa-87c3-4bb3-8657-e737acb7832f","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 02","Wall rough in"
"bd74d607-905f-496d-afd6-2763200679b6","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Circulation 006"
"b4cc59da-a153-44c9-b0d2-0591588e7178","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Circulation 006","Ceiling rough in"
"b937243a-5455-4fef-80be-ed4e659b97b2","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Circulation 006","Wall rough in"
"636a46d3-f30e-4bbe-b3b6-ec7c3787e0b1","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 19"
"08cd4b5d-9359-403d-9537-c6cc018ec02f","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 19","Ceiling rough in"
"c9072f6b-7ba9-404d-b7b7-7ec9dab3750d","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 19","Wall rough in"
"ffc26709-504e-43d1-b867-398692a18146","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Substation 1"
"01c89bde-1338-4641-9b3a-842d3ded7e0f","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Substation 1","Ceiling rough in"
"7b5ba171-9a3e-424e-91e9-7c9c29fbcf6f","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Substation 1","Wall rough in"
"c53306eb-1268-4792-820b-5b46b9392062","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Fan Plant Room"
"04a7ae73-caac-441a-b1e8-bf96bb584386","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Fan Plant Room","Ceiling rough in"
"2fe0b83e-b509-4c88-9aef-67c314ee3e21","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Fan Plant Room","Wall rough in"
"6f164c1b-aa43-4119-8c20-81734b634704","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Fire Control Room"
"21518d0e-f807-4bbf-a153-0c3dbe354481","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Fire Control Room","Ceiling rough in"
"a40a3d1d-ccb7-42cb-83f9-298170c556ae","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Fire Control Room","Wall rough in"
"31814e87-c35d-42ff-8416-b636a3395b98","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 01"
"b00f3325-edb6-4efa-b77a-442df7a7a8fc","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 01","Ceiling rough in"
"93c5c67f-a4d2-4327-b490-7e66010566d5","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 01","Wall rough in"
"373e86d0-924d-4945-a2b0-9a146bac547d","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","YHA EOT"
"0469bcb8-b5c8-4a1b-8124-bc4aba89fc8e","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","YHA EOT","Ceiling rough in"
"d6d1c2b5-db7b-4b37-99a0-3dce32f5674d","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","YHA EOT","Wall rough in"
"43b7f305-7da9-4831-8037-8fa7b1cf7be5","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Circulation 025"
"13513164-05aa-4264-b13d-0b0044b0afe1","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Circulation 025","Ceiling rough in"
"6a84541f-7999-464d-86e1-836dc9327bfc","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Circulation 025","Wall rough in"
"48b84d85-8bef-4b0f-9bfd-523340e108a0","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Bike Parking"
"3cb99d73-2af5-4a4b-940f-f3d7d47eacf3","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Bike Parking","Ceiling rough in"
"36344a55-822c-459d-a8eb-afde5879f598","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Bike Parking","Wall rough in"
"b85b7907-1f6c-4123-ac9e-3b5f20826d45","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Airlock 041"
"6212397c-02dd-4a7e-a489-fec48ee7bffc","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Airlock 041","Ceiling rough in"
"7cdb8a3b-ff5d-42b8-98f8-460763022727","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Airlock 041","Wall rough in"
"8ac4b05b-a4f8-4f01-b72c-8fb8e37bac52","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Substation 2"
"2d45d4e8-dd21-411b-ab9e-28a8268457a7","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Substation 2","Ceiling rough in"
"2fd2f954-5c10-4b8c-897a-cbbb205bfbff","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Substation 2","Wall rough in"
"eba5426d-c9ac-4097-bea1-ec1ac6c1e294","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Plant 031"
"3c54da3a-90c3-4ed9-8cc6-f279193765db","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Plant 031","Ceiling rough in"
"967a17bf-c8f4-41f7-8ee5-6797c7389e4e","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Plant 031","Wall rough in"
"314053fa-2dfa-4371-a56c-27213203120b","","not-started","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 18"
"89537b55-4387-4da0-b970-2e5038316ed4","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 18","Ceiling rough in"
"dcecfef4-0ba8-4586-8458-ed1b4324f30e","","not-started","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1","Basement 1","Stair 18","Wall rough in"
"c5a4e8a9-ef24-42e3-9cf4-ee406f9793e5","","work-in-progress","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1M"
"af55fb7e-f4c6-4b77-9a2d-7aa5c8abab97","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1M","NE"
"11a49255-cb11-49c8-af77-e7dfae86a188","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1M","SE"
"3a80973e-97ae-4745-b776-54f48aa0db42","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1M","NW"
"0e8eab4f-a830-4052-bad8-348b5ff6bb35","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1M","SW"
"8dbc819f-88c2-4cbe-a80b-8cecb63ea88d","","work-in-progress","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1M","Basement 1 Mezz"
"396caff8-88b0-4ab8-bd2d-a6aafbbf4cae","","pass","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1M","Basement 1 Mezz","B1 Mezz - Cleaner Ammenities and Change"
"dc842773-c595-4e1d-994a-fda6fb4a20dd","","pass","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1M","Basement 1 Mezz","B1 Mezz - Cleaner Ammenities and Change","Ceiling Rough in"
"1dc7d9e1-24a3-4451-9cb3-fea479bd03ce","","pass","Quality - Power and Lighting Subcircuits","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1M","Basement 1 Mezz","B1 Mezz - Cleaner Ammenities and Change","Wall Rough in"
"43fd9983-8738-491c-bde1-4cc94f909d89","","pass","Quality - Light Fitting Installation","checklist","FALSE","FALSE","Sign Offs - Installation and Rough in","B1M","Basement 1 Mezz","B1 Mezz - Cleaner Ammenities and Change","B1 Mezz Cleaners Amenities and Change - Light Fitting Installation"
"06167074-1a1c-4ae2-9aeb-e3262b84f5d7","","pass","","folder","TRUE","FALSE","Sign Offs - Installation and Rough in","B1M","Basement 1 Mezz","B1 Mezz - Cleaners office/Briefing"
