type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Delap/Condition Report,,,,,,Delap/Condition Report (Painting)
checkpoint,Photo/evidence of existing structure,,,,,,
checkpoint,Note any condition report or latent condition,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,New Painting,,,,,,New Painting (Painting)
checkpoint,Photo/evidence of new painting,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Completion,,,,,,Completion (Painting)
checkpoint,Photo/evidence of render/paint,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Handover ,,,,,,Handover  (Painting)
checkpoint,Photo,,,,,,
