Id,Type,Name,Values,Prompting Name,Resource Id
,checklist,TST Test Gas Services Pipework,,TST Test Gas Services Pipework,00eb64e7-5feb-4b55-b3e2-a2af255552ce
,section,Details:,,,
,checkpoint,Test Gas Services Pipework checked off as below:,,,
4d166e84-c4e3-58fe-aa0d-b290e2605442,dropdown,Service Type:,"Low Pressure,High Pressure",,
81317c18-5948-5f6f-a8de-41ee4fee3f5c,dropdown,Test Pressure:,"7kPa,10kPa,20kPa,30kPa,40kPa,50kPa,1.5 x MWP",,
ab0dfe64-80ad-5a39-b00f-d58ab771e30c,textbox,Location:,,,
d898c82f-1026-5604-90fb-0e3ac5bb183b,button,Installation complies with latest revision of AS/NZS 5601.1 (2022) & ESV Regulations,"YES,NO,N/A",,
4f32bed3-edf4-5f07-8646-548ee153d5bc,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
1026579c-0d33-53da-9f03-0e41fd903c3d,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
2f07971a-fe6a-5613-ba50-390d83c33983,button,Testing kit & equipment have current certification,"YES,NO,N/A",,
56eacecc-cb51-50f1-9e6d-8e7ecdfd557b,button,Apply test as per latest revision of AS/NZS 5601.1 (2022) & ESV Regulations (Note: Start & Finish testing photos to be taken only within this Checkpoint),"YES,NO,N/A",,
,,,,,
,,,,,
,checklist,MET Install Gas Services (Check Meter),,MET Install Gas Services (Check Meter),0a8c63fa-ce65-48cf-a51a-6152d96c2a24
,section,Details:,,,
,checkpoint,Install Gas Services (Check Meter) checked off as below:,,,
91cc1ef9-fd3f-518f-afd1-52deb2677064,button,Installation complies with latest revision of AS/NZS 5601.1 (2022),"YES,NO,N/A",,
5f8201a8-4a05-5cb6-942a-e271cb52308d,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
bcd20ccf-8302-55c8-95b2-83d1a83a0998,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
205a49d9-fce3-502c-876d-455623d1108d,button,"Check regulatory clearances & distances from building openings, air intakes, etc","YES,NO,N/A",,
506ed50c-0db1-5b8b-8270-fab2d1a7d011,button,Check regulatory ventilation if installed indoors,"YES,NO,N/A",,
3b837010-e645-5473-a78d-3454ebf2cfc9,button,"Check all, pipework, fittings, connections, etc for damage or leaks","YES,NO,N/A",,
d7b2d3ef-8b08-56d8-8152-844f218547a4,button,Check materials & joining methods,"YES,NO,N/A",,
5a160083-1743-5730-803d-c2ebbdfc5729,button,Check alignments & levels,"YES,NO,N/A",,
efde12c2-8118-54c6-a3ab-a14898a5d7cc,button,"Check pipe clips, hangers, brackets & fixings for correct size, spacing & pipe separation","YES,NO,N/A",,
0ab3e47c-d4cb-5ae7-b93a-9de139b38094,button,"Check meter manifolds for correct height, meter spacing & test points","YES,NO,N/A",,
e3c8d012-e3fb-5fad-8821-2b12713d2073,button,"Check isolation valves, regulators, connections, etc","YES,NO,N/A",,
8046a682-5539-5ac6-ae9c-88b1641cdc1e,button,Check colour coding,"YES,NO,N/A",,
c2f6be50-39d0-5f24-b909-6aba40171579,button,Check pipe labelling,"YES,NO,N/A",,
,,,,,
,,,,,
,checklist,NG Install Gas Services (Rough-ins),,NG Install Gas Services (Rough-ins),6cb4721d-7c19-4d86-b3c4-368c8246dca6
,section,Details:,,,
