Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,ITP008 - Lime Stabilisation Works,itp,,,,Yes,FH-ZU2-QU-ITP008 - Lime Stabilisation / Subgrade Improvement - Rev C,5944a9b8-0892-4aee-a2d9-d710cab1086d
checkpoint-group,,,section,"1.0 - Preliminary Activities – Permits, Documentation, Approvals, Materials and Trials",,,,,,,
checkpoint-status,,,checkpoint,1.1 - Check for correct documentation,,,,,,,
label,f80ad63e-e054-58a6-a576-5a5156f8f8f3,,note,Frequency - Prior to commencing works,,,,,,,
label,34372137-72c1-5b78-8857-0f4f56117113,,note,Acceptance Criteria - Current revision drawing is being used including the subcontractors copy. Current Revision to be obtained via Aconex,,,,,,,
label,580de26a-94ed-5a77-9d34-68c0de8454b4,,note,Reference Documents - Aconex,,,,,,,
label,5884289d-b391-508f-8f26-6eb97aee0dc9,,note,Inspection/Test Method - Visual Inspection,,,,,,,
label,2221d813-5b0e-555c-b17a-b06903a82588,,note,Record of conformity - This signed ITP,,,,,,,
label,1641ee97-6204-5c83-9048-3a8b6c09dcc5,,note,HP*,,,,,,,
label,0916181f-7bd9-570f-ba06-450763029d6b,,note,Responsibility - Project/Site Engineer,,,,,,,
date,3a82f130-c2e3-5900-9703-54d723e73696,,date,Date Completed:,,,,,,,
checkpoint-status,,,checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,2c1d7258-8000-5b31-8f79-226a154efb79,,note,Frequency - Prior to commencing works,,,,,,,
label,417cbc72-d3c4-5e70-9d6b-6d7fd9543fa3,,note,"Acceptance Criteria - All necessary measures and controls are being implemented, that is: PSP, EMP, TMP, SWMS & WP",,,,,,,
label,f58b910f-8b97-58b0-9ec4-8d835fad21a5,,note,"Reference Documents - PSP, EMP, TMP, WP, SWMS",,,,,,,
label,16c2ed29-62a0-56d2-a6bd-dcc04d5066c9,,note,Inspection/Test Method - Visual Inspection,,,,,,,
label,c098280e-eab5-5450-82a7-3064d0f70f3f,,note,Record of conformity - This signed ITP,,,,,,,
label,4a2d40a3-38c1-5039-a5f4-dd646da1fe9c,,note,HP*,,,,,,,
label,cc8e0828-610c-5047-af96-86a758dd60ef,,note,Responsibility - Project/Site Site Supervisor,,,,,,,
date,17c04995-8757-5c6f-82eb-4b3d59be076c,,date,Date Completed:,,,,,,,
checkpoint-status,,,checkpoint,1.3 - Current excavation permit,,,,,,,
label,48755452-95f8-5c14-a233-f2e1cf26d6fc,,note,Frequency - Prior to commencing works,,,,,,,
label,b01f95de-178b-54ed-aeb7-b45562fdd472,,note,Acceptance Criteria - An Excavation Permit and an Isolation permit issued by Melbourne Airport. Fulton Hogan Excavation permit issued to plant operators.,,,,,,,
label,fbbb0ee7-a34f-5610-bf1a-f5a488b2f235,,note,Reference Documents - Excavation Permit,,,,,,,
label,d7fb0750-fc55-58dc-9eed-a9c56f8dc487,,note,Inspection/Test Method - Visual Inspection,,,,,,,
