"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Conduit Checklist - Basement"
,"Scope",,
,"Rows"
,,"Slab on ground","dynamic","basements","slab on ground"
,,"Lower Ground","dynamic","basements","lower ground"
,,"Lower Ground Mezz","dynamic","lower ground mezz","basements"
,,"Ground Floor","dynamic","ground floor","basements"
,"Columns"
,,"Drawings checked & referenced",,"latest consented drawings checked & referenced"
,,"Drawing & Revision #","Drawing & Revision #","latest consented drawings checked & referenced"
,,"Location","Location","latest consented drawings checked & referenced"
,,"Area clear, tidy and accessible",,"area clear, tidy and accessible"
,,"Conduit layout plan prepared",,"conduit layout plan prepared"
,,"Minimum Depth of Cover)",,"required cover identified as per as/nzs 3000 – table 3.6 (underground wiring systems – minimum depth of cover)"
,,"Conduit installation. Check all joints",,"conduit installation. check all joints"
,,"Accessories installation. Check all joints",,"accessories installation. check all joints"
,,"Check conduits are securely anchored",,"check conduits are securely anchored"
,,"Check accessories are securely anchored",,"check accessories are securely anchored"
,,"Warning tape installed",,"warning tape installed (not required for cast-in concrete conduits) as per as/nzs 3000 – 3.11.4.5."
,,"Conduits installed (inspect prior to pour)",,"conduits installed as per plan (inspect prior to pour)"
,,"Required cover in place",,"required cover in place"
,,"Conduit locations marked on As built drawing",,"conduit locations marked on as built drawing - attached below as applicable"
,,"Conduit works completed to specification/drawings",,"conduit works completed to specification/drawings - area left clean & tidy"
,,"Installed by (Appselec)","Installed by (Appselec)","conduit works completed to specification/drawings - area left clean & tidy"
,,"Checked by (Appselec)","Checked by (Appselec)","conduit works completed to specification/drawings - area left clean & tidy"
,,"Witnessed by (Builder/QAM)","Witnessed by (Builder/QAM)","conduit works completed to specification/drawings - area left clean & tidy"

"Conduit Checklist - Building A"
,"Scope",,
,"Rows"
,,"Level 1","dynamic","building a","level 1"
,,"Level 2","dynamic","building a","level 2"
,,"Level 3","dynamic","building a","level 3"
,,"Level 4","dynamic","level 4","building a"
,,"Level 5","dynamic","level 5","building a"
,"Columns"
,,"Drawings checked & referenced",,"latest consented drawings checked & referenced"
,,"Drawing & Revision #","Drawing & Revision #","latest consented drawings checked & referenced"
,,"Location","Location","latest consented drawings checked & referenced"
,,"Area clear, tidy and accessible",,"area clear, tidy and accessible"
,,"Conduit layout plan prepared",,"conduit layout plan prepared"
,,"Minimum Depth of Cover)",,"required cover identified as per as/nzs 3000 – table 3.6 (underground wiring systems – minimum depth of cover)"
,,"Conduit installation. Check all joints",,"conduit installation. check all joints"
,,"Accessories installation. Check all joints",,"accessories installation. check all joints"
,,"Check conduits are securely anchored",,"check conduits are securely anchored"
,,"Check accessories are securely anchored",,"check accessories are securely anchored"
,,"Warning tape installed",,"warning tape installed (not required for cast-in concrete conduits) as per as/nzs 3000 – 3.11.4.5."
,,"Conduits installed (inspect prior to pour)",,"conduits installed as per plan (inspect prior to pour)"
,,"Required cover in place",,"required cover in place"
