resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site Diary,,,,,,,,
,step,,,,Undocumented variations,,,,,,,
Undocumented Variations,checklist,,,,,Builder,,,,,,
Undocumented Variations,checklist,,,,,Subcontractors,,,,,,
Site Diary Checklist,checklist,,,,Site Diary comments/notes,,,,,,,
,step,,,Toolbox Meetings,,,,,,,,
,step,,,,July 2023,,,,,,,
,step,,,,August 2023,,,,,,,
,step,,,,September 2023,,,,,,,
,step,,,,October 2023,,,,,,,
,step,,,,November 2023,,,,,,,
,step,,,,December 2023,,,,,,,
,step,,,Project Drawings,,,,,,,,
Project Drawings,checklist,,,,Peno Drawings,,,,,,,
Project Drawings,checklist,,,,Fabb Sheets,,,,,,,
Project Drawings,checklist,,,,Fitters Drawings,,,,,,,
Project Drawings,checklist,,,,RCP,,,,,,,
Project Drawings,checklist,,,,Material Sheets,,,,,,,
,step,,,Site QA,,,,,,,,
,step,,,,Rough In,,,,,,,
Sprinkler Rough In checklist,checklist,,,,,B1,,,,,,
Sprinkler Rough In checklist,checklist,,,,,B2,,,,,,
,step,,,,,Ground,,,,,,
Sprinkler Rough In checklist,checklist,,,,,,Ground Carpark,,,,,
Sprinkler Rough In checklist,checklist,,,,,,Ground Tenancies,,,,,
Sprinkler Rough In checklist,checklist,,,,,,Ground End of Trip,,,,,
Sprinkler Rough In checklist,checklist,,,,,Upper Ground,,,,,,
,step,,,,,Level 1,,,,,,
Sprinkler Rough In checklist,checklist,,,,,,Level 1 Carpark,,,,,
Sprinkler Rough In checklist,checklist,,,,,,Level 1 Office,,,,,
Sprinkler Rough In checklist,checklist,,,,,,Level 1 End of Trip,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 2,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 3,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 4,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 5,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 6,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 7,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 8,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 9,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 10,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 11,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Level 12,,,,,,
Sprinkler Rough In checklist,checklist,,,,,Roof,,,,,,
,step,,,,Fit Off,,,,,,,
Sprinkler Fit Off checklist,checklist,,,,,B1,,,,,,
Sprinkler Fit Off checklist,checklist,,,,,B2,,,,,,
Sprinkler Fit Off checklist,checklist,,,,,Ground,,,,,,
Sprinkler Fit Off checklist,checklist,,,,,Upper Ground,,,,,,
Sprinkler Fit Off checklist,checklist,,,,,Level 1,,,,,,
Sprinkler Fit Off checklist,checklist,,,,,Level 2,,,,,,
Sprinkler Fit Off checklist,checklist,,,,,Level 3,,,,,,
Sprinkler Fit Off checklist,checklist,,,,,Level 4,,,,,,
Sprinkler Fit Off checklist,checklist,,,,,Level 5,,,,,,
