type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITC&ITP No.1 - Speedpanel & Pre-hang Fire Rated Plasterboard,itp,,,,,ITC&ITP No.1 - Speedpanel & Pre-hang Fire Rated Plasterboard - Rev B,
section,Speedpanel & Pre-hang Fire Rated Plasterboard,,,,,,,
checkpoint,1 - Address Safety,,,,,,,
label,Reference Documents - SWMS,,,,,,,
label,Acceptance Criteria - Safety Method Work Sheet approved by Georgiou Group Pty Ltd,,,,,,,
label,Frequency - Each location,,,,,,,
label,"Verification Records/Comments - Visual Checklist, Attached marked off drawings and photos",,,,,,,
label,Inspection By: Subcontractor - S,,,,,,,
label,Inspection By: Georgiou - S,,,,,,,
checkpoint,2 - Set out Speedpanel walls,,,,,,,
label,Reference Documents - Architect drawings,,,,,,,
label,Acceptance Criteria - Light Weight Wall Plan approved by Georgiou Group Pty Ltd Speedpanel installation guide revision 1,,,,,,,
label,Frequency - Each location,,,,,,,
label,"Verification Records/Comments - Visual Checklist, Attached marked off drawings and photos",,,,,,,
label,Inspection By: Subcontractor - S,,,,,,,
label,Inspection By: Georgiou - S,,,,,,,
checkpoint,3 - Install Speedpanel,,,,,,,
label,Reference Documents - Architect drawings,,,,,,,
label,Acceptance Criteria - Light Weight Wall Plan approved by Georgiou Group Pty Ltd. Speedpanel installation guide revision 1,,,,,,,
label,Frequency - Each location,,,,,,,
label,"Verification Records/Comments - Visual Checklist, Attached marked off drawings and photos",,,,,,,
label,Inspection By: Subcontractor - S,,,,,,,
label,Inspection By: Georgiou - S,,,,,,,
checkpoint,4 - Caulking,,,,,,,
label,Reference Documents -,,,,,,,
label,Acceptance Criteria - Speedpanel installation guide revision 1,,,,,,,
label,Frequency - Each location,,,,,,,
label,"Verification Records/Comments - Visual Checklist, Attached marked off drawings and photos",,,,,,,
label,Inspection By: Subcontractor - S,,,,,,,
label,Inspection By: Georgiou - S,,,,,,,
checkpoint,5 - Clean up,,,,,,,
label,Reference Documents -,,,,,,,
label,Acceptance Criteria - Waste all cleaned. Tools and materials placed well.,,,,,,,
label,Frequency - Each location,,,,,,,
