Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
General Beton - Lift Cores,,,,,,,
,Scope,,,General Beton - Levande Epping,,,
,Rows,,,,,,
,,Tower,grouping,Tower,,,
,,Basement 3,,Site QA,Lift Cores,Tower,Basement 3
,,Basement 2,,Site QA,Lift Cores,Tower,Basement 2
,,Basement 1,,Site QA,Lift Cores,Tower,Basement 1
,,Lower Ground,,Site QA,Lift Cores,Tower,Lower Ground
,,Upper Ground,,Site QA,Lift Cores,Tower,Upper Ground
,,Level 1,,Site QA,Lift Cores,Tower,Level 1
,,Level 2,,Site QA,Lift Cores,Tower,Level 2
,,Level 3,,Site QA,Lift Cores,Tower,Level 3
,,Level 4,,Site QA,Lift Cores,Tower,Level 4
,,Level 5,,Site QA,Lift Cores,Tower,Level 5
,,Level 6,,Site QA,Lift Cores,Tower,Level 6
,,Level 7,,Site QA,Lift Cores,Tower,Level 7
,,Level 8,,Site QA,Lift Cores,Tower,Level 8
,,Level 9,,Site QA,Lift Cores,Tower,Level 9
,,Level 10,,Site QA,Lift Cores,Tower,Level 10
,,Level 11,,Site QA,Lift Cores,Tower,Level 11
,,Level 12,,Site QA,Lift Cores,Tower,Level 12
,,Level 13,,Site QA,Lift Cores,Tower,Level 13
,,Level 14,,Site QA,Lift Cores,Tower,Level 14
,,Level 15,,Site QA,Lift Cores,Tower,Level 15
,,Level 16,,Site QA,Lift Cores,Tower,Level 16
,,Level 17,,Site QA,Lift Cores,Tower,Level 17
,,Level 18,,Site QA,Lift Cores,Tower,Level 18
,,Level 19,,Site QA,Lift Cores,Tower,Level 19
,,Level 20,,Site QA,Lift Cores,Tower,Level 20
,,Level 21,,Site QA,Lift Cores,Tower,Level 21
,,Level 22,,Site QA,Lift Cores,Tower,Level 22
,,Level 23,,Site QA,Lift Cores,Tower,Level 23
,,Level 24,,Site QA,Lift Cores,Tower,Level 24
,,Level 25,,Site QA,Lift Cores,Tower,Level 25
,,Level 26,,Site QA,Lift Cores,Tower,Level 26
,,Level 27,,Site QA,Lift Cores,Tower,Level 27
,,Level 28,,Site QA,Lift Cores,Tower,Level 28
,,Level 29,,Site QA,Lift Cores,Tower,Level 29
,,Roof Level,,Site QA,Lift Cores,Tower,Roof Level
,,School,grouping,School,,,
,,Lower Ground,,Site QA,Lift Cores,School,Lower Ground
,,Upper Ground,,Site QA,Lift Cores,School,Upper Ground
,,Level 1,,Site QA,Lift Cores,School,Level 1
,,Level 2,,Site QA,Lift Cores,School,Level 2
,,Level 3,,Site QA,Lift Cores,School,Level 3
,,Level 4,,Site QA,Lift Cores,School,Level 4
,,Parish,grouping,Parish,,,
,,Lower Ground,,Site QA,Lift Cores,Parish,Lower Ground
,,Upper Ground,,Site QA,Lift Cores,Parish,Upper Ground
,,Level 1,,Site QA,Lift Cores,Parish,Level 1
,,Level 2,,Site QA,Lift Cores,Parish,Level 2
,,Level 3,,Site QA,Lift Cores,Parish,Level 3
,Columns,,,,,,
,,Park concrete pump in location & setup within designated area,,"park concrete pump in location and setup within designated area. line set-up not to disturb formwork, reinforcement and starter bars. communication between operator and formwork in place",pump set up items,General Beton - Levande Epping,
,,"All pipelines/rubbers, safety chains, locking pins securely fitted",,"has all pipelines/rubbers, safety chains, and locking pins been adequately and securely fitted",pump set up items,General Beton - Levande Epping,
,,Placing boom movement coordinated with crane crew,,has the placing boom movement been coordinated with the crane crew (if applicable),pump set up items,General Beton - Levande Epping,
,,OHS&R and Environmental Measures,,"ohs&r and environmental measures: all safety, ppe requirements in place. msds sheets supplied. all documentation is current as per project ohs&r plan and emp plan. all site personnel have been inducted. environment controls in place.",pre pour,General Beton - Levande Epping,
,,Sand & plastic membrane in place where required,,is there sand and plastic membrane in place where required in accordance with structural specification and as 3600?,pre pour,General Beton - Levande Epping,
,,Formwork cleaned sufficiently to take concrete placement,,pre pour,has the formwork been cleaned sufficiently to take concrete placement? ensure the formwork and other trades have cleaned areas in accordance with structural specification and as 3600.,General Beton - Levande Epping,
,,All movement joints are placed in accordance,,are all movement joints are placed in accordance structural specification,pre pour,General Beton - Levande Epping,
,,Laser calibrated to the required level - Photo of Datum,,has the laser been calibrated to the required level - photo of datum,pre pour,General Beton - Levande Epping,
