"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned","ea302d49-6c56-4d9f-a029-a409f181408d","","checklist","Thermostatic Mixing Valves Commissioning Log Sheet v4","",,,9,"Yes","Thermostatic Mixing Valves Commissioning Log Sheet v4","02d93b2b-6a36-4c14-be3e-f2a02c940fdd"
"checkpoint-group","7f3529b7-5e8b-4068-bc05-cd691c672fdc","","section","Valve Details"
"checkpoint-status","258f53db-a937-4cf4-85d2-2c3ac028aa87","","checkpoint","Does installation comply with manufacturer's instructions?"
"checkpoint-status","8970e1e3-b087-443b-831a-407957ca2baa","","checkpoint","Does the valve have the thermal flush cartridge installed?"
"checkpoint-status","d65885c0-3efa-4d49-bb08-09d61d97bc0c","","checkpoint","Water Temperature Tested"
"checkpoint-status","94059359-204f-4dd5-a23c-b632047d8fdc","","checkpoint","Dynamic Pressure Tested"
"checkpoint-status","04a01df4-0772-47b9-a57d-449cb63ec9bf","","checkpoint","Check Fail Safe Operation (Hot water at least 20°C above warm water)"
"checkpoint-status","008748d0-5658-461d-a43e-20c6c9bb80fc","","checkpoint","Take photo of room number and door where TMV is located"
"checkpoint-status","51cf4f9e-ae43-4c4d-9657-213de590cef9","","checkpoint","Take photo of TMV tested"
"checkpoint-status","570110ad-cac8-4b6a-a346-4ea8295a7d01","","checkpoint","Commissioned"
"checkpoint-status","103ad947-4343-464d-a3eb-c28029f4aa97","","checkpoint","Valve Details"
"text","95f50c92-3b2c-5ef8-905d-75713ba090d0","","textbox","Date:",,,
"select","27b30db9-5423-59bf-8835-b5bab764d6fe","","dropdown","Model No:","100,015,002,500",,
"text","8d4f5b1f-5c85-54b0-bf9c-78db09468f17","","textbox","Location:",,,
"text","e6c1c481-aff2-53bd-baa2-7f2f39634927","","textbox","Room Designation:",,,
"text","6d00fb6e-f4ea-512d-bb49-0b9b86628f15","","textbox","TMV Barcode #:",,,
"text","855a20f9-1c3e-52f9-8dc6-171f4e822bb5","","textbox","Number of outlets served:",,,
"text","b07231ab-9a8d-510a-9a09-bd0def1e3cc0","","textbox","Prescribed temperature range for associated warm water:",,,
"checkpoint-status","5f933142-3c65-485f-bb1b-d9cf1e603060","","checkpoint","Does installation comply with manufacturer's instructions?"
"checkpoint-status","af5f6d2d-32fd-4fab-899f-77284a946a30","","checkpoint","Does the valve have the thermal flush cartridge installed?"
"checkpoint-status","82327625-d956-442b-8c0a-486adb7abacf","","checkpoint","Water Temperature Tested"
"text","dcba1afa-7f2b-5d10-8345-401072c41c4d","","textbox","Temperature of cold water supply",,,
"text","852eb790-d22c-5593-a738-55aadc5b217e","","textbox","Temperature of warm water supply",,,
"checkpoint-status","cb08ba4d-cf63-4028-9468-fe0537bc18b9","","checkpoint","Dynamic Pressure Tested"
"text","45661079-3eac-5766-b3ec-6bd21ac368b7","","textbox","Dynamic pressure of hot water",,,
"text","5f88822b-0e17-5631-8885-b44aaf94aeec","","textbox","Dynamic pressure of cold water",,,
"checkpoint-status","b21d6669-51a9-4e8d-87de-9afdf4178f17","","checkpoint","Check Fail Safe Operation (Hot water at least 20°C above warm water)"
