Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,GFPS-AU - Electrofusion Installation Checklist,,,,,Yes,GFPS-AU - Electrofusion Installation Checklist,502cc8d3-a392-4741-a0ad-02c4145a792c
checkpoint-group,,,section,Details,,,,,,,
checkpoint-no-status,,,checkpoint,General Details,,,,,,,
date,,,date,Installation Date:,,,,,,,
text,,,textbox,Welder’s Name:,,,,,,,
checkpoint-status,,,checkpoint,"Preparation, Inspection & Materials",,,,,,,
text,,,textbox,Pipe and fitting Batch No recorded?,,,,,,,
button,,,button,"Has the pipe been prepared (cleaned, inspected for dimensions and surface, cut square, deburred) and its condition (ovality, reversion) checked?","Yes,No",,,,,,
button,,,button,"Has the fitting been inspected (SDR range checked, condition confirmed) and the peeling length measured, marked, and executed with a sharp blade?","Yes,No",,,,,,
checkpoint-status,,,checkpoint,Installation and Welding,,,,,,,
button,,,button,"Have the peeled areas been cleaned, insertion depth marked, and pipe insertion verified for proper alignment and annular gap? (add photo)","Yes,No",,,,,,
button,,,button,Has the electrofusion welding process been completed according to the manufacturer's instructions without error messages? (add photo),"Yes,No",,,,,,
checkpoint-status,,,checkpoint,Post-Weld Inspection,,,,,,,
button,,,button,"After welding, has the joint been thoroughly inspected for overall quality, including uniform appearance, proper alignment, and adherence to specifications without visible defects? (add photo)","Yes,No",,,,,,
button,,,button,Has a pressure test been performed on the welded joint to ensure its integrity and leak-free performance? (add photo),"Yes,No",,,,,,
