"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","Constructor Audit - Structural Foundations -","",,,0,"Yes","Add Constructor Audit (Auckland Council Assessment) - Structural Foundations Checklist (V2)","01d32097-80f8-4223-a8ce-0060d3586d59"
"checkpoint-group",,"","section","Foundations Assessment - Details / Drawings / Documentation"
"checkpoint-status",,"","checkpoint","Clearly identify area/element covered in this assessment (Pass once detailed below)"
"text","16bc1ae2-6d21-44be-9ceb-88b5cdc52f81","","textbox","Date of assessment (format - dd/mm/yyyy)",,,
"text","43ce7fb3-5029-4481-9d01-a0e1394d79ac","","textbox","Detailed breakdown of element(s) including location and grid references relating to this audit",,,
"label","688abc83-17e1-4ac3-b6ee-aa6fd7c4b947","","note","Add description for what work was carried out on the element. Inspector cannot tell if the beam was erected, coated, welded etc",,,
"boolean","47ce8365-010c-40ad-a621-de65eaf47501","","tickbox","Attach marked up plan detailing element(s), location and grid references relating to this assessment",,,
"checkpoint-status",,"","checkpoint","Description of work being undertaken (PASS once all below details are entered)"
"button","59717df6-8d3c-4ed3-b547-afffcc04c741","","button","Does the work being undertaken comply with the issued building consent or approved minor variations or amendments","Yes, No",,
"text","2bd35dcd-01ac-4e1c-b9b3-d5a87dddd93b","","textbox","If ""NO"" what are the discrepancies? clearly detail here",,,
"text","a2fbfe4b-28e9-48c5-bf83-939ffe92cebb","","textbox","Latest building consent number, stage and amendments (if applicable)",,,
"text","9070dfd6-aa49-42bd-996b-7095a977dc93","","textbox","Relevant drawings & revision numbers",,,
"boolean","c7f88aa1-b67d-436e-8cda-843af4072fb1","","tickbox","Attach all relevant drawings with revision numbers clearly detailed",,,
"button","a4e8524a-cc22-4656-8235-2fa928236141","","button","Construction drawing revisions match consented drawing revisions","Yes, No",,
"text","a42c5d21-373b-4fdc-b766-db4b919c051a","","textbox","If ""NO"" what are the discrepancies? (comment here and attach evidence of discrepancies)",,,
"button","f1e863b7-ae74-4df8-9492-9175eb0d5e99","","button","Does the installation of this building element compromise any previously assessed/inspected building elements?","Yes, No",,
"label","5b5b7ce9-036b-4a16-bbf3-40969961fa19","","note","Select ""NO"" if this has been considered & does not compromise any previously assessed/inspected building elements (attach any relevant supporting evidence below)",,,
"text","dd7f94fb-492c-4360-8e79-3fb79e93205c","","textbox","If ""YES"" explain here (what is compromised, how it it is compromised & how this will be mitigated/managed)",,,
"checkpoint-status",,"","checkpoint","Select ""PASS"" and progress if all above items have been considered and sufficient supporting documentation attached"
"checkpoint-group",,"","section","Structural Foundations Assessment - Council / Consultant Summary"
"checkpoint-status",,"","checkpoint","Structural foundations assessment details (Pass once inputted below)"
"text","8d5f5e25-fd9b-4efd-90c7-7b8c97e4ce4f","","textbox","Describe progress of construction since last audit",,,
"button","05616b1e-837e-404f-810d-9f277450dbac","","button","NEW BC AMENDMENTS - has there been any requirement for a new amendment since the last council audit/inspection","Yes, No",,
"text","e5ccfac7-e9f6-4f36-a0ce-394076867275","","textbox","If yes - detail amendment here including status",,,
"button","947db561-2dca-4eb6-949b-d07448e6b5fd","","button","APPROVED BC AMENDMENTS - have any previously open AMENDMENTS been responded to by Auckland Council since the last audit/inspection","Yes, No, N/A",,
"text","51eec31d-b808-45ba-9748-defa6ed9d82a","","textbox","If yes - detail here and ensure latest Building Consent (including amendment) is uploaded into Conqa",,,
"button","a4fdaa28-e534-4f77-9318-3003a9066782","","button","WIP AMENDMENTS - are there any AMENDMENTS which will maintain a ""Work in Progress"" status for this audit","Yes, No, N/A",,
"text","e0aad338-b290-4688-9d8e-e034cab77295","","textbox","If yes - detail amendment here and provide an update on the status",,,
"button","6d6d4d71-2ec8-4025-9287-b5c82babd0db","","button","NEW MINOR VARIATIONS - has there been any requirement for a new minor variation since the last council audit/inspection","Yes, No",,
"text","1ae3d881-14cb-4929-b47f-cb07a23b89a9","","textbox","If yes - detail here including status",,,
"button","a966e8df-3096-4b45-a85e-7b69f5c61298","","button","APPROVED MINOR VARIATIONS - have any previously open minor variations been responded to by Auckland Council since the last audit/inspection","Yes, No, N/A",,
"text","16b57858-8e01-4645-8941-5fcf3f70fe7c","","textbox","If yes - detail here and ensure latest status (including approval) is uploaded into Conqa",,,
"button","3943822b-aa3a-4b98-9dfa-41f32a431e08","","button","WIP MINOR VARIATIONS - are there any minor variations which will maintain a ""Work in Progress"" status for this audit","Yes, No, N/A",,
"text","7608b8e7-8a3e-4e38-9f23-3e50f84da682","","textbox","If yes - detail variation here and provide an update on the status",,,
"checkpoint-status",,"","checkpoint","PREVIOUS COUNCIL AUDITS/ INSPECTIONS - Any previous council audit / inspection issues (fails / anomalies) relating to this BC have been addressed & closed out"
"label","0dc4de0f-153f-4322-b106-b379f6071242","","note","""Pass"" if there are no outstanding issues (fails / anomalies) from previous council audits/inspections relating to this Building Consent",,,
"label","00d18b98-50d8-4147-882f-a5a106fea336","","note","""Fail"" if outstanding issues (fails / anomalies) remain un actioned/closed from previous inspections / audits and provide context",,,
