Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Lot Register,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,Project Start Up (G Specs),grouping,project qa,project start up (g specs),,,
,,Project Start Up (G Specs) - A173 Appin - G040 – Clearing and Grubbing,,project qa,a173 appin - g040 – clearing and grubbing,project start up (g specs),,
,,Earthworks - SP1 - Mine Site - Clearing & Grubbing,dynamic,earthworks,project qa,sp1 - mine site,clearing & grubbing,
,,Earthworks - SP1 - Mine Site - Top soil,dynamic,earthworks,top soil,project qa,sp1 - mine site,
,,Earthworks - SP1 - Mine Site - Foundation,dynamic,earthworks,foundation,project qa,sp1 - mine site,
,,Earthworks - SP1 - Mine Site - Earthworks Cut/Fill,dynamic,earthworks,project qa,sp1 - mine site,earthworks cut/fill,
,,Earthworks - SP1 - Mine Site - Earthworks Cut/Fill,dynamic,earthworks,project qa,sp1 - mine site,earthworks cut/fill,ew.fill.lot3
,,Earthworks - SP2 - Menangle Road - Clearing & Grubbing,dynamic,Clearing & Grubbing,SP2 - Menangle Road,Earthworks,Project QA,
,,Earthworks - SP2 - Menangle Road - Topsoil Stripping,dynamic,Topsoil Stripping,SP2 - Menangle Road,Earthworks,Project QA,
,,Earthworks - SP2 - Menangle Road - Earthworks Cut/Fill,dynamic,Earthworks Cut/Fill,SP2 - Menangle Road,Earthworks,Project QA,
,,Earthworks - SP2 - Menangle Road - Unsuitable Material,dynamic,Unsuitable Material,SP2 - Menangle Road,Earthworks,Project QA,
,,Earthworks - SP2 - Menangle Road - Spray Seal,dynamic,Spray Seal,SP2 - Menangle Road,Earthworks,Project QA,
,,Earthworks - Material Approvals etc,dynamic,project qa,earthworks,material approvals etc,,
,,Pavements,dynamic,project qa,pavements,,,
,,Drainage,dynamic,project qa,drainage,,,
,,Finishing Works,dynamic,project qa,finishing works,,,
,,Asphalt,dynamic,project qa,asphalt,,,
,,Guard rails,dynamic,project qa,guard rails,,,
,,Subsoils,dynamic,project qa,subsoils,,,
,,Landscaping - Spray seeding / Hydro mulching.,dynamic,project qa,landscaping,spray seeding / hydro mulching.,,
,Columns,,,,,,,
,,Lot Information Complete,,lot information complete,,,,
,,Lot Opened On,Lot Opened On,lot information complete,,,,
,,Date of Works,Date of Works,lot information complete,,,,
,,Lot Type,Lot Type,lot information complete,,,,
,,Start Chainage,Start Chainage,lot information complete,,,,
,,End Chainage,End Chainage,lot information complete,,,,
,,Control Line,Control Line,lot information complete,,,,
,,VERIFICATION POINTS,,verification,,,,
,,WITNESS POINTS (ABERGELDIE),,witness point,,,,
,,WITNESS POINT SIGN OFF (THIRD PARTY),,witness point sign off,,,,
,,HOLD POINTS (ABERGELDIE),,hold point,,,,
,,HOLD POINT SIGN OFF (THIRD PARTY),,hold point sign off,,,,
,,Lot Verification Complete,,lot verification complete,,,,
,,Lot Verified By:,Lot Verified By:,lot verification complete,,,,
,,Lot Closed Date:,Lot Closed Date:,lot verification complete,,,,
,,Submitted to Client,Submitted to Client,lot verification complete,,,,
,,Reviewed by Client,Reviewed by Client,lot verification complete,,,,
,,Submission Comments:,Submission Comments:,lot verification complete,,,,
