Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,Preventative Maintenance Checklist,,Preventative Maintenance Checklist,,
,section,Details,,,,
,checkpoint,Visual Inspection of Electrical Installation,,,,
,checkpoint,Exit & Emergency Lighting Testing Carried Out & Logbook Completed,,,,
,checkpoint,Operation of Switchboards Checked,,,,
,note,Performed at 12 months only unless otherwise advised by Builder,,,,
,checkpoint,Operation of Lighting Control checked,,,,
,checkpoint,Check and replace fault lamps,,,,
,checkpoint,Fire Detection System Test carried Out,,,,
,checkpoint,Fire Detection System Test Results Issued,,,,
,checkpoint,Switchboard Thermal Imaging Test Carried Out & Report Completed,,,,
,note,Performed at 12 months,,,,
,checkpoint,40kVA UPS system check and filter clean,,,,
,note,Performed at 12months,,,,
,checkpoint,120kVA UPS system check and filter clean,,,,
,note,Performed at 12months,,,,
