type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Lifting Eyes/Upstand Checklist,,,,,,Lifting Eyes Checklist
checkpoint,"Substrate is clean, dry and ready to start",,,,,,
label,Photo Required,,,,,,
checkpoint,Record product batch numbers,,,,,,
label,Photo Required,,,,,,
checkpoint,Grout fill lifting eyes & panel upstand with Sika Monotop 412,,,,,,
label,Photo Required,,,,,,
checkpoint,Apply Dryseal 107 over lifting eyes/panel upstand,,,,,,
label,Photo Required,,,,,,
checkpoint,Installed correctly and as per drawings/specification,,,,,,
label,Photo Required,,,,,,
checkpoint,Work area is left clean & tidy,,,,,,
label,Photo Required,,,,,,
,,,,,,,
checklist-flat,Joint Sealant Checklist,,,,,,Airseal Checklist
checkpoint,"Substrate is clean, dry and ready to start",,,,,,
label,Photo Required,,,,,,
checkpoint,Record product batch numbers,,,,,,
label,Photo Required,,,,,,
checkpoint,Install expansion tape to horizontal & vertical inaccessible areas,,,,,,
label,Photo Required,,,,,,
checkpoint,Install PEF backing rod to horizontal & vertical joints,,,,,,
label,Photo Required,,,,,,
checkpoint,Apply primer to horizontal & vertical joints,,,,,,
label,Photo Required,,,,,,
checkpoint,Apply sealant to horizontal & vertical joints,,,,,,
label,Photo Required,,,,,,
checkpoint,Install SS soaker - beadseal with Sikaflex 11 FC & mechanically fixed to one panel,,,,,,
label,Photo Required,,,,,,
checkpoint,Write initials and date beside each joint,,,,,,
label,Photo Required,,,,,,
checkpoint,Joint sealant installed correctly and as per drawings/specification,,,,,,
label,Photo Required,,,,,,
checkpoint,Work area is left clean & tidy,,,,,,
label,Photo Required,,,,,,
